price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,street,city,statezip,x,y,z,has_basement,was_renovated,age
5.294589496434022,3.0,1.5,1720,7119,1.5,0,0,4,1720,1159,35,67,-0.35939947912917464,-0.5682068345279971,0.7402519892559231,0,0,62
5.67374742734073,1.0,1.0,810,2451,1.0,0,0,5,810,3946,34,61,-0.36162420471277235,-0.570366417431762,0.7375025996102739,0,0,73
6.646690170246266,3.0,1.75,1560,8078,1.5,1,4,4,1560,2583,22,25,-0.35992345343804605,-0.570551366685177,0.7381911985650516,0,0,86
5.392490536565286,3.0,2.0,2560,216777,1.0,0,0,3,2560,1403,1,45,-0.3602649854497847,-0.5746189511551371,0.7348620287048695,0,0,28
5.260040888315683,4.0,3.25,4700,38412,2.0,0,0,3,3420,2624,3,4,-0.3586744903829323,-0.5703166246420943,0.7389800793021366,1,0,36
5.347185591683123,2.0,1.0,1220,2500,1.0,0,0,3,770,2291,34,61,-0.36121407802785566,-0.5698077271671675,0.7381351799603328,1,1,104
6.069598162813169,5.0,2.75,3650,20150,1.0,0,0,4,2360,417,3,3,-0.35941898402231837,-0.5702047757486645,0.7387046146043624,1,0,39
6.003852931005903,3.0,3.25,2170,12508,1.5,0,0,5,1650,2904,22,25,-0.35983690494363607,-0.5707726339886282,0.7380623294344917,1,1,86
5.3640977343849405,4.0,2.25,2540,228254,1.0,0,0,3,1450,2388,11,11,-0.3556428568655059,-0.571051886328085,0.7398769502300211,1,1,24
5.954840459801967,2.0,1.0,910,4500,1.5,0,0,4,910,2900,34,57,-0.3604565263321242,-0.5704256216339738,0.7380282533941863,0,1,108
5.532115366504879,4.0,2.5,2980,4930,2.0,0,0,3,2890,1091,3,5,-0.3589039742405882,-0.5716988235829819,0.7377996966576673,1,0,14
5.61869035248835,4.0,1.75,2120,4650,1.0,0,1,3,1190,3898,34,56,-0.36064170999402145,-0.5682881612757175,0.7395851017742666,1,1,63
5.942951078758777,4.0,3.5,3460,3997,2.0,0,0,3,2560,1790,34,47,-0.360115882260251,-0.5689949772984407,0.7392978203356668,1,1,10
5.018614131037914,5.0,3.0,2480,10090,1.0,0,0,3,1300,3192,34,71,-0.3606548604615277,-0.5713248079634901,0.7372354002833539,1,1,10
5.233051308092088,3.0,2.25,2200,16921,2.0,0,0,3,2200,1638,20,23,-0.35936432878812674,-0.5740131006125919,0.7357759438305778,0,1,27
5.342776668673258,4.0,2.0,1730,5500,1.0,0,0,5,1010,3651,34,49,-0.3613153021493492,-0.5703785563753195,0.7376445992887977,1,0,71
5.853932992280589,3.0,2.5,2920,34527,1.0,0,4,4,1800,3118,34,55,-0.3614406492584545,-0.5695563589046257,0.7382182679227953,1,1,60
5.430541086359215,3.0,1.0,990,8012,1.0,0,0,4,990,1075,31,36,-0.3601157107613703,-0.5722851730261338,0.7367539315112484,0,0,48
5.365176384039677,4.0,2.5,3040,6887,2.0,0,0,3,3040,1615,32,42,-0.3574292691961995,-0.5716699181543298,0.7385376240918892,0,0,15
5.350497133245044,5.0,3.0,4530,258746,1.5,0,0,4,3200,1519,41,44,-0.35682192829910114,-0.5695519373570551,0.7404651930629396,1,0,11
4.9129232052525404,3.0,1.5,1370,8470,1.0,0,0,4,1370,1856,1,45,-0.3613876463523582,-0.5740365813209359,0.734765930326982,0,1,53
5.157216899882822,3.0,2.5,1940,4927,2.0,0,0,3,1940,1194,31,36,-0.3595597273655377,-0.5727477510940766,0.736666013925916,0,1,10
5.312826975815724,3.0,2.5,1040,2643,2.0,0,0,3,720,3100,34,57,-0.36057524594260615,-0.5710655163814597,0.7374751982361208,1,1,10
5.673323267171493,4.0,2.25,1800,8623,1.0,0,0,4,1360,335,18,21,-0.3585293051649444,-0.5696828205246375,0.7395391952675909,1,0,34
6.10629749910941,3.0,1.75,1720,5000,1.0,0,0,3,1720,1034,34,59,-0.3601113531529268,-0.5698555497582296,0.7386368970882202,0,1,60
6.236669078081675,3.0,1.0,980,6380,1.0,0,0,3,760,1209,34,54,-0.3597714583847348,-0.5689006938214586,0.7395380303278419,1,1,73
5.4909155197702715,4.0,2.5,3110,6142,2.0,0,0,3,3110,288,30,31,-0.35772590025836365,-0.5700192119230767,0.7396690329619983,0,1,10
5.063498783653324,5.0,3.0,2100,7715,1.0,0,0,3,1250,111,6,69,-0.3612879668926346,-0.5710729839837877,0.7371205138526802,1,1,1
5.443274571891216,3.0,1.5,2020,11358,1.0,0,0,4,1190,313,18,21,-0.35873438883127545,-0.5699826237714983,0.73920866260374,1,0,58
5.893581912440866,4.0,1.75,2350,11914,1.0,0,0,4,2350,3731,22,25,-0.3600278949160847,-0.5710701651966403,0.7377389655593466,0,1,53
5.6664056531944675,4.0,2.25,3290,12329,1.5,0,0,4,3290,3893,22,25,-0.3597294443891666,-0.5708841959630828,0.73802842874719,0,0,46
4.938294754643225,5.0,2.25,2180,7813,2.0,0,0,3,2180,2053,20,23,-0.35943837800365314,-0.5740835005429329,0.7356848420502323,0,0,28
5.9625425575620605,2.0,2.25,1290,1334,3.0,0,0,3,1290,3241,34,50,-0.36063565383381346,-0.5686647999427948,0.7392984989095263,0,0,7
4.9321059004503605,3.0,1.0,1460,9750,1.0,0,0,4,1460,2336,17,26,-0.36064723171049956,-0.5739384843097537,0.7352062231019102,0,0,45
5.329943722107729,2.0,1.0,1290,2828,2.0,0,0,3,1290,1795,30,32,-0.3569135378052439,-0.5706242652619059,0.7395949394267478,0,0,6
5.917119230914778,4.0,2.5,2350,3150,1.5,0,0,4,1690,2886,34,47,-0.36024531110247066,-0.5690836974858413,0.7391664637174278,1,0,104
5.752219842914406,3.0,1.0,1080,8100,1.0,0,0,4,1080,1509,35,67,-0.3591726467029537,-0.5679912468489952,0.740527483192433,0,1,59
5.558475222886863,4.0,2.5,2670,13463,2.0,0,0,4,2670,1845,15,17,-0.35776792000231156,-0.5721272979477637,0.7380192886098644,0,0,25
5.371244517583229,4.0,3.25,3680,5759,2.0,0,0,3,2840,3223,15,15,-0.35843069247540166,-0.5721099704892775,0.7377110683447566,1,0,11
5.393359202270501,3.0,1.75,1440,8040,1.0,0,0,3,960,302,34,60,-0.35959875491864074,-0.5687006047546141,0.7397758833678613,1,1,63
5.565704680317571,4.0,1.75,1940,4800,1.0,0,0,5,1030,2790,34,59,-0.36041753861819514,-0.5698139676579657,0.7385196274428248,1,1,92
5.664695085948154,3.0,1.0,1280,9898,1.0,0,0,3,1280,608,41,41,-0.35780617469430526,-0.5689885939607637,0.7404233392412624,0,1,46
5.765043819632719,3.0,2.75,2980,27144,1.5,1,2,5,2180,4020,6,68,-0.36166807930035366,-0.5711267353470943,0.7368923331186265,1,0,97
5.086513911771824,3.0,1.0,970,8580,1.0,0,0,3,970,2252,14,2,-0.3622331315367644,-0.572756901872904,0.7353480058951829,0,1,55
5.670224057435402,4.0,3.0,2110,5000,1.5,0,2,4,1640,3926,34,63,-0.3617738932750043,-0.570264791894318,0.737507774379617,1,0,84
5.651730238955303,2.0,2.5,1480,1369,3.0,0,0,3,1480,3694,30,31,-0.3580097259525979,-0.5702633506409468,0.7393434567500454,0,0,5
5.617809519359053,2.0,1.0,700,10540,1.0,0,0,3,700,465,25,68,-0.36178721363546784,-0.5715023590839119,0.7365426434439541,0,0,61
5.8231554665125485,3.0,2.0,2700,6120,1.0,0,0,4,1350,463,34,54,-0.36008884613866404,-0.5689925752177636,0.7393128378660708,1,0,52
6.326041979297502,4.0,3.25,2330,9687,2.0,0,3,3,2330,3511,34,53,-0.3599734202017273,-0.5697807973689214,0.7387617881955636,0,0,96
5.989821185694678,5.0,1.75,3380,20021,1.0,0,0,4,1690,3977,8,3,-0.3591669331118952,-0.5700874599397222,0.7389177235514595,1,0,51
5.78098090451748,4.0,2.75,2600,2750,1.5,0,0,3,1620,1890,34,52,-0.36060168662657194,-0.569161195019145,0.738932985923927,1,0,78
5.400820863635825,2.0,1.75,1360,8100,1.0,0,0,3,860,686,34,70,-0.36001632768872377,-0.5681820380596924,0.7399712260783251,1,0,39
5.207597355207524,4.0,2.5,2780,6369,1.0,0,0,3,1590,3922,18,22,-0.35860079140709283,-0.5690854472499883,0.7399643411208998,1,0,36
4.48863636973214,3.0,1.0,1250,53143,1.0,0,0,5,1250,1451,20,23,-0.3590386634535498,-0.5734401106299531,0.7363814756403069,0,0,69
5.65505719387798,3.0,2.5,2620,8950,2.0,0,0,3,2620,1099,3,5,-0.3588469056709255,-0.5716196624903812,0.7378887854851737,0,0,22
5.058131264308942,3.0,1.5,1350,7620,1.0,0,0,5,1350,1056,6,68,-0.36179403304043584,-0.5711978109485036,0.7367755006947324,0,0,73
5.642793203029772,4.0,3.0,2400,3340,1.0,0,0,4,1200,3300,34,50,-0.3605093484369286,-0.5688556906027751,0.7392132391660886,1,0,50
5.587302936903262,4.0,2.5,2760,5000,1.5,0,0,5,1680,3958,34,50,-0.36051961320706594,-0.5687273742988135,0.7393069607518955,1,1,86
5.991521548740687,4.0,2.25,3070,16028,1.0,0,3,3,1870,3772,22,25,-0.36010423986339896,-0.5712144003486228,0.737590025194733,1,0,38
5.711984043769619,2.0,1.75,2040,28593,1.5,1,3,4,2040,1732,40,40,-0.3633598399666539,-0.5711116380798715,0.7360714119901232,0,1,95
5.877545857274059,4.0,2.0,1770,6000,2.0,0,0,5,1770,2407,34,74,-0.3609818252909641,-0.5687942723081023,0.7390299030479756,0,1,103
5.8948921096735285,4.0,3.75,3490,9170,2.0,0,0,3,3490,109,3,3,-0.35934026535838676,-0.5705919488340168,0.7384439055324128,0,1,2
5.897848714219417,2.0,1.5,830,1333,2.0,0,0,3,830,3221,34,63,-0.3614602540894658,-0.5699751023877051,0.7378854026010435,0,0,9
5.9336516574407625,2.0,2.5,980,895,2.0,0,0,3,670,1184,34,55,-0.36125572170334286,-0.5695511339689966,0.7383128126554672,1,0,5
6.005018769023901,3.0,2.5,1570,1433,3.0,0,0,3,1570,3633,34,47,-0.3600839252383885,-0.5688018903862846,0.7394619505274789,0,0,4
5.759449574298744,4.0,3.25,3270,5187,2.0,0,0,3,3110,163,30,31,-0.35799114525061065,-0.5699609753237511,0.7395855775568873,1,0,0
5.18355061067601,4.0,2.5,2160,6223,2.0,0,0,3,2160,1685,20,23,-0.3594581405928399,-0.5743110002460279,0.7354976003753819,0,0,4
5.771820961323514,4.0,3.75,3280,11000,2.0,0,0,3,2320,595,18,21,-0.3587385915633124,-0.5696522077969964,0.7394612803082922,1,0,6
4.915713927583134,4.0,2.5,3360,7685,2.0,0,0,3,3360,1318,31,36,-0.35954684400341597,-0.572921921384832,0.7365368551293925,0,0,13
5.5656144993355525,5.0,2.75,3150,7119,2.0,0,0,3,3150,3688,30,31,-0.35830146769158433,-0.5700599079097889,0.7393590194512674,0,1,1
5.847316619129196,3.0,3.5,1810,1846,2.0,0,0,4,1440,3090,34,59,-0.36031528169776955,-0.5698534996120844,0.7385390218227585,1,0,5
5.47475179849505,4.0,2.5,2740,7140,2.0,0,0,3,2740,1907,32,42,-0.35731129607233286,-0.5713449927847798,0.7388460847286596,0,0,21
4.838868802155555,5.0,4.75,3830,35000,1.0,0,0,3,2130,1282,41,44,-0.3570136486725291,-0.5696130743719144,0.740325739229769,1,0,38
5.473547485238831,3.0,3.25,3190,5283,2.0,0,0,3,3190,1548,15,17,-0.3576620420011296,-0.5723359876253169,0.7379087890657864,0,0,7
5.28190685186758,3.0,2.25,2350,10450,1.0,0,0,3,1390,981,16,16,-0.3589198096387924,-0.5686565608736737,0.7401393693245745,1,1,37
4.677602024561606,4.0,2.25,2510,8165,1.0,0,0,4,1610,2194,14,13,-0.3630218665867213,-0.5726796261948799,0.7350191630979327,1,0,42
5.757248011191116,2.0,2.0,1680,4950,1.0,0,0,3,1680,1807,30,32,-0.3567306251275564,-0.5704004777406685,0.739855767085261,0,0,8
5.5410862834088315,3.0,2.0,1770,6610,1.0,0,0,4,960,1419,35,62,-0.3595684695036637,-0.5678444279277707,0.7404479869715196,1,1,60
5.584013523420059,3.0,1.0,1090,7315,1.0,0,0,5,1090,2731,31,34,-0.3596994769014542,-0.5719656149569828,0.7372052778051041,0,0,33
4.830646236502596,5.0,2.5,3001,5710,2.0,0,0,3,3001,1982,17,18,-0.36064297951936597,-0.5732058234677081,0.7357796716858253,0,0,8
5.371966049571182,5.0,3.0,2450,4591,2.0,0,0,3,2450,3533,34,56,-0.36062140974091084,-0.5685194844427401,0.7394171993167585,0,0,20
5.376367892978137,3.0,3.25,3610,59677,2.0,0,0,3,2440,1363,15,15,-0.35856420125736616,-0.5718667176282048,0.7378347856029899,1,0,11
5.503070626083898,4.0,2.0,2250,7500,1.0,0,0,5,1200,1888,3,4,-0.3589732811540282,-0.5709805010954179,0.738322050860149,1,0,58
6.046838215114295,3.0,1.5,1240,7735,1.0,0,0,4,1240,55,3,7,-0.35853361179976717,-0.5710645863217508,0.7384706408916888,0,1,57
5.630767619377515,4.0,2.0,2260,6000,1.0,0,0,3,1430,3671,34,54,-0.3596970300367419,-0.5690257956550414,0.7394779851096949,1,1,56
5.631177482387303,4.0,1.75,2090,8164,1.0,0,0,4,1070,3542,30,31,-0.3583814552923685,-0.5700932246150967,0.7392945608825247,1,0,51
4.806371793596755,5.0,1.75,2020,7902,1.0,0,0,3,1220,100,34,69,-0.3612093771183191,-0.57076862041654,0.7373947164372657,1,1,52
5.360045820694054,3.0,1.75,1960,5000,1.0,0,0,5,980,3045,34,51,-0.36077591031983863,-0.5703147824383917,0.7379578520926122,1,1,103
6.4107861997966875,5.0,2.25,3120,16672,2.0,0,0,4,3120,3868,42,3,-0.35919513379269014,-0.5699678728361675,0.7389962650746389,0,0,45
5.198497031265826,3.0,1.5,1250,7500,1.0,0,0,3,1250,724,17,18,-0.3610265963707494,-0.5729870763389231,0.7357619228130287,0,1,47
5.265884303344984,3.0,2.25,1490,9600,1.0,0,0,4,1170,2092,11,11,-0.35615824395018675,-0.5704786813612158,0.7400711988577097,1,0,27
5.625964318897414,6.0,3.0,2890,2370,2.5,0,0,3,2290,2805,34,46,-0.36039027876928365,-0.5695749033495575,0.7387173183586129,1,1,108
4.846463813096597,3.0,1.0,1900,33888,1.5,0,0,4,1900,2603,1,0,-0.3622671403664707,-0.5736919880529687,0.7346019478973169,0,1,72
5.865860830925366,3.0,1.75,1680,2400,1.0,0,0,5,870,1005,34,59,-0.36020865955904435,-0.5697937651327463,0.7386371144171713,1,1,92
5.845940345101734,3.0,2.5,2030,8398,2.0,0,0,4,2030,1308,3,7,-0.35807684357273056,-0.5709585677201074,0.7387741793295118,0,0,39
4.852072041121804,4.0,2.5,3740,8700,1.0,0,0,3,2260,1110,31,36,-0.3594625596391518,-0.5726513681336526,0.7367883541372822,1,1,10
5.899689251472973,3.0,1.75,1580,11750,1.0,0,0,4,1180,3177,34,57,-0.3603997655266065,-0.5708698673851929,0.7377124124751998,1,1,63
6.073381038342239,3.0,2.25,1780,6120,1.5,0,0,4,1390,1169,34,59,-0.3601488077045257,-0.5700246620150116,0.7384881319315026,1,0,87
5.143589597159702,2.0,1.0,910,6232,1.0,0,0,3,910,3019,34,57,-0.36050418129208117,-0.5708683843308736,0.7376625400834614,0,1,71
5.0806818738035515,7.0,4.0,3440,8100,2.0,0,0,3,3440,3482,34,47,-0.36013361119426607,-0.5685828295805672,0.7396062114357429,0,1,44
5.918059245795154,3.0,2.5,1740,13750,2.0,0,0,4,1740,1125,3,7,-0.3580786502562742,-0.5709876865618274,0.7387507983247241,0,0,39
4.923409990482642,5.0,2.5,3400,8970,1.0,0,0,4,1700,833,35,62,-0.3597295650008061,-0.56825858942305,0.7400519006199878,1,0,55
5.479122622824027,4.0,3.25,4400,16625,2.0,0,0,3,4400,2151,32,43,-0.3571004667950092,-0.5721685453862986,0.7383105121053836,0,0,11
5.165524862214491,3.0,2.5,2010,14298,2.0,0,0,3,2010,152,40,40,-0.36266243478514343,-0.5698934691809981,0.7373583878824179,0,1,37
5.389442349766835,4.0,2.25,2710,38180,2.0,0,0,4,2710,1446,41,44,-0.3571241908567621,-0.5693826830883919,0.7404496421121202,0,0,37
6.180172897549613,4.0,2.5,5300,26211,2.0,1,2,2,4570,2906,34,48,-0.3595905910852915,-0.5694972703529869,0.739166737525051,1,0,91
6.306874093530499,3.0,1.5,1310,3880,1.0,0,0,3,1090,3520,34,56,-0.3606661980952024,-0.5684945806238321,0.7394145017193573,1,1,58
4.7569003563268195,4.0,1.5,1950,12559,1.5,0,0,3,1950,2740,33,72,-0.36125799412395027,-0.5718574201070402,0.7365268174004664,0,1,75
5.381491261608361,3.0,1.0,1040,6535,1.0,0,0,3,1040,480,34,69,-0.3611237194149166,-0.5711084001666848,0.7371735579461505,0,1,67
5.760521160599409,3.0,1.75,1090,7200,1.0,0,0,3,1090,381,18,22,-0.3582769333439467,-0.5693768853736569,0.7398970208318525,0,1,46
5.871684326096284,2.0,0.75,650,5360,1.0,0,0,4,650,659,34,62,-0.3597897480431079,-0.5683517141244406,0.7399511242338151,0,0,83
5.565038032470127,3.0,2.0,1480,6600,1.0,0,2,3,740,2776,34,65,-0.3617937227753584,-0.5704249940591022,0.7373741440496949,1,1,71
4.744271480904736,2.0,1.0,790,2640,1.0,0,0,3,790,835,18,22,-0.35817736573163395,-0.5692562960063766,0.7400380018179119,0,1,41
5.491302834964319,4.0,2.5,3560,11119,1.0,0,2,3,2290,2688,3,3,-0.3589032870506559,-0.5701604637336082,0.7389894966366649,1,0,28
5.420534999272286,4.0,2.5,3000,5548,2.0,0,0,3,3000,279,24,34,-0.35961284753284095,-0.5713192124411831,0.7377485732855794,0,0,8
5.636108830845506,4.0,2.5,3490,7494,2.0,0,3,3,3490,3034,3,5,-0.3588797097937935,-0.5714934003394387,0.7379706276450226,0,0,14
5.812138499293826,3.0,1.75,2340,10495,1.0,0,0,4,2340,3769,22,25,-0.3599988649918903,-0.5710939282053438,0.7377347371322165,0,0,47
5.4171772632588135,3.0,1.75,1650,8254,1.0,0,0,5,1060,1263,35,67,-0.35925684418682624,-0.5681908925869212,0.7403334583052424,1,0,63
5.840012113771703,3.0,2.0,1940,5820,1.5,0,0,5,1150,2422,34,50,-0.3604832140234008,-0.568883386933556,0.7392046702222363,1,0,70
5.293039533639664,5.0,3.0,3410,9600,1.0,0,0,4,1870,2192,30,31,-0.35811528392041064,-0.570804863805928,0.7388743133159386,1,0,46
5.895980375559784,3.0,1.0,1710,4050,1.5,0,0,3,1710,3283,34,47,-0.3601177941320972,-0.5689687695515384,0.739317058929686,0,1,105
6.002119262331268,4.0,1.5,2740,4000,2.0,0,0,5,1930,1165,34,52,-0.3605972836878258,-0.5692624015424114,0.738857169679721,1,0,109
5.8888779583328805,3.0,2.75,1250,892,2.0,0,0,3,1040,1729,34,55,-0.36129357047055566,-0.5696026918719556,0.7382545152918875,1,0,4
5.218589235240507,3.0,2.25,2450,42180,1.0,0,0,4,2450,1167,9,26,-0.36011850558119807,-0.5738168239663636,0.7355602724937773,0,1,36
5.751332083800176,3.0,1.75,1690,8190,1.0,0,0,4,1690,2100,3,4,-0.35913684874487944,-0.5709186681131801,0.7382903211294795,0,1,56
5.78886178698014,4.0,1.75,1950,13320,1.0,0,0,4,1370,886,3,6,-0.3585869939756577,-0.5707553636214142,0.7386837500912613,1,0,45
5.538416787851085,5.0,2.0,2290,7125,1.0,0,0,3,1190,1097,3,7,-0.35827760919946855,-0.5707239680990145,0.7388581101832935,1,1,50
6.133269298958929,5.0,3.25,3370,17458,1.0,0,2,5,2000,3702,22,25,-0.3599014645385302,-0.5708553485542966,0.7379668738161447,1,0,32
5.570128750390447,3.0,1.0,1090,8640,1.0,0,0,4,1090,1009,6,68,-0.3618328314667995,-0.5711447604290382,0.736797573765804,0,0,41
5.756141027784666,3.0,1.0,1190,9486,1.0,0,0,4,1190,1636,25,68,-0.3618552650987802,-0.5715452296411184,0.7364759450211341,0,1,61
5.985447899761882,5.0,4.25,3530,7924,2.0,0,0,3,3530,1713,22,25,-0.35981308258178824,-0.5704230066578054,0.7383441874075128,0,0,13
5.965861798246996,3.0,1.0,1440,5000,2.0,0,0,3,1440,3305,34,47,-0.3603444556549511,-0.5688146208292459,0.7393252331752367,0,1,104
5.229930471315534,4.0,1.75,2180,13529,1.0,0,0,3,1090,1118,19,67,-0.35921497238571887,-0.5683500805773362,0.740231578306183,1,1,58
5.683266117538173,4.0,1.0,1410,6000,1.0,0,0,3,810,2781,34,61,-0.36126356179775815,-0.5698647310850015,0.7380669530487166,1,1,89
5.000498621096144,3.0,2.5,1950,8251,2.0,0,0,3,1950,2819,1,0,-0.36189331817654863,-0.5728762840220724,0.7354223204827477,0,1,24
5.84839931536881,5.0,3.25,4860,23723,2.0,0,2,4,3820,3916,22,25,-0.35962410366651704,-0.570739678920612,0.7381915218746764,1,0,25
4.916633494936351,3.0,1.0,1660,7210,1.0,0,0,3,1100,2230,1,0,-0.36191715564758736,-0.5729105353537494,0.7353839071727368,1,1,51
5.440235256578264,3.0,1.0,1390,12823,1.0,0,0,4,1390,992,41,44,-0.3570958846963304,-0.5698084105319249,0.7401357337813291,0,0,46
5.480175853178588,3.0,2.0,1350,14200,1.0,0,0,3,1350,799,11,11,-0.356147179202557,-0.5705720286508384,0.7400045586800994,0,0,25
5.923049239891109,3.0,2.0,1530,5401,1.0,0,0,4,1530,3622,34,54,-0.359764152854682,-0.5689984541942036,0.73946637073322,0,0,77
5.905747965009901,3.0,1.5,1270,5112,1.0,0,0,3,1270,2592,34,54,-0.35967458443187705,-0.5692098246349746,0.7393472586361418,0,1,64
5.319447680888281,4.0,2.25,2140,6355,2.0,0,0,3,2140,3473,37,38,-0.3565462154292089,-0.5732842784909526,0.737712635311485,0,0,12
5.509705822145367,4.0,2.5,2040,5616,2.0,0,0,3,2040,3596,16,16,-0.35850367999267957,-0.5684536237088761,0.7404968528791691,0,1,2
5.212460967781389,3.0,3.5,2876,5086,2.0,0,0,3,2360,485,41,41,-0.3580140937767306,-0.5691015560508078,0.7402359945029529,1,0,7
5.8089784198110195,3.0,2.5,1580,1161,2.0,0,0,3,1010,1591,34,53,-0.36016131051583344,-0.5697485153245884,0.7386951060437214,1,0,6
5.273602694890837,4.0,3.5,3400,5196,2.0,0,0,3,3400,3924,37,38,-0.3567359478745272,-0.5734727185621213,0.7374744094265459,0,1,2
5.514070036095805,4.0,2.5,3520,6773,2.5,0,0,3,2650,3644,34,63,-0.36168748648697313,-0.5701363046504384,0.737649480605984,1,0,8
5.687374080428037,4.0,2.5,2210,4861,2.0,0,0,3,2210,3298,34,56,-0.3602848363883242,-0.568515821814189,0.7395840702824633,0,1,1
5.20402638045096,4.0,2.5,2790,5602,2.0,0,0,3,2790,3098,31,37,-0.35954283936632614,-0.5720354352176884,0.7372275140794122,0,0,5
5.431913412254917,3.0,2.5,1450,5008,1.0,0,0,3,840,3380,34,49,-0.3612667580180075,-0.5702090349713534,0.7377994212441457,1,0,7
5.475016149249253,4.0,1.75,1620,4980,1.0,0,0,4,860,20,34,62,-0.36001814518888825,-0.5685979290553835,0.7396508164050667,1,1,67
5.528713244575834,3.0,1.5,1220,1086,3.0,0,0,3,1220,2567,34,62,-0.360125871653836,-0.5684786411530275,0.7396900642285066,0,0,7
5.6131281063880705,3.0,1.75,2000,5000,1.0,0,0,4,1110,3617,34,56,-0.36071365681684603,-0.5684095587331432,0.7394567136260323,1,0,93
6.048256962979352,4.0,2.5,2190,7350,2.5,0,0,5,2190,2529,22,25,-0.35981583932091865,-0.5705888352507875,0.7382146997052635,0,0,56
5.6569115202565206,4.0,1.75,1900,8250,1.0,0,0,4,950,2660,3,5,-0.35895532093990673,-0.5711753553266377,0.7381800532637127,1,1,59
6.156106221986735,3.0,1.0,1700,4400,1.5,0,0,4,1700,219,34,59,-0.36015009118396635,-0.5698874695314634,0.7385933819708961,0,1,108
5.5016438022721355,5.0,2.5,2540,3832,2.0,0,0,5,1760,3586,34,56,-0.36071366823390266,-0.5684328336159932,0.7394388164118345,1,0,85
5.014445689129384,2.0,1.0,1170,8925,1.0,0,2,3,1170,3895,10,73,-0.36189298812467874,-0.571979991621747,0.7361197961816931,0,1,103
4.8610575240030185,5.0,5.0,5774,31675,1.0,0,2,3,4490,2206,14,2,-0.3622860916822862,-0.5725756845684696,0.7354630332073274,1,0,30
5.098254452806174,3.0,2.25,2120,15003,2.0,0,0,3,2120,787,31,37,-0.3593787264117542,-0.5724662021435248,0.7369731191882337,0,0,30
5.463929433626963,3.0,1.75,2170,26460,1.0,0,0,3,1450,3492,32,42,-0.35765972701498505,-0.5714055425859172,0.7386306421843464,1,0,28
5.381400971904757,4.0,2.75,2450,15002,1.0,0,0,5,2450,2746,25,68,-0.36192818141236976,-0.5715824899859183,0.7364111953528629,0,0,40
5.404606022778685,2.0,1.0,700,5200,1.0,0,0,5,700,3000,31,34,-0.35980688087411167,-0.5719141852816906,0.7371927652583297,0,1,62
5.01355238356524,3.0,2.5,1780,7214,1.0,0,0,4,1400,2036,17,18,-0.3607392780203838,-0.5732416286988135,0.7357045659910396,1,0,28
4.941835454170564,3.0,2.0,1850,8250,1.0,0,0,4,1150,1465,1,1,-0.36142014062709094,-0.5737237707588432,0.7349942291034319,1,0,62
