price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,city,x,y,z,zipcode,log_sqft_lot,was_renovated,age
947500.0,4.0,2.25,3290,1.5,0,0,4,3290,0,22,-0.35972944438916654,-0.5708841959630828,0.7380284287471901,25,9.41979059615839,0,46
302000.0,5.0,2.25,2180,2.0,0,0,3,2180,0,20,-0.359438378003653,-0.574083500542933,0.7356848420502324,23,8.963672275615016,0,28
500000.0,2.0,2.25,1290,3.0,0,0,3,1290,0,34,-0.36063565383381346,-0.568664799942795,0.7392984989095264,50,7.196686570834349,0,7
201000.0,3.0,1.0,1460,1.0,0,0,4,1460,0,17,-0.3606472317104995,-0.5739384843097538,0.7352062231019103,26,9.18512512283512,0,45
265000.0,2.0,1.0,1290,2.0,0,0,3,1290,0,30,-0.3569135378052438,-0.570624265261906,0.7395949394267479,32,7.947678571301567,0,6
870300.0,4.0,2.5,2350,1.5,0,0,4,1690,660,34,-0.36024531110247066,-0.5690836974858415,0.7391664637174279,47,8.055475141757274,0,104
339000.0,3.0,1.0,1080,1.0,0,0,4,1080,0,35,-0.3591726467029536,-0.5679912468489952,0.7405274831924331,67,8.99974278983049,1,59
690000.0,4.0,2.5,2670,2.0,0,0,4,2670,0,15,-0.35776792000231145,-0.5721272979477637,0.7380192886098645,17,9.507774735870642,0,25
788000.0,4.0,3.25,3680,2.0,0,0,3,2840,840,15,-0.35843069247540155,-0.5721099704892775,0.7377110683447567,15,8.658692753689937,0,11
315275.0,3.0,1.75,1440,1.0,0,0,3,960,480,34,-0.35959875491864063,-0.5687006047546143,0.7397758833678614,60,8.992308732548148,1,63
505000.0,4.0,1.75,1940,1.0,0,0,5,1030,910,34,-0.36041753861820486,-0.5698139676579594,0.738519627442825,59,8.47657950853094,1,92
368000.0,3.0,1.0,1280,1.0,0,0,3,1280,0,41,-0.3578061746943052,-0.5689885939607638,0.7404233392412625,41,9.200189020919806,1,46
947500.0,3.0,2.75,2980,1.5,1,2,5,2180,800,6,-0.36166682348518653,-0.5711342064333775,0.7368871586654251,68,10.208948146339551,0,97
156000.0,3.0,1.0,970,1.0,0,0,3,970,0,14,-0.36223313153676434,-0.572756901872904,0.7353480058951829,2,9.057305735807121,1,55
610000.0,4.0,3.0,2110,1.5,0,2,4,1640,470,34,-0.3617738932750042,-0.570264791894318,0.7375077743796171,63,8.517393171418904,0,84
420000.0,2.0,2.5,1480,3.0,0,0,3,1480,0,30,-0.3580097259525978,-0.5702633506409468,0.7393434567500455,31,7.22256601882217,0,5
192000.0,2.0,1.0,700,1.0,0,0,3,700,0,25,-0.36178721363546784,-0.571502359083912,0.7365426434439543,68,9.26302769425519,0,61
910000.0,3.0,2.0,2700,1.0,0,0,4,1350,1350,34,-0.36008884613866404,-0.5689925752177638,0.7393128378660709,54,8.71948076085107,0,52
1300000.0,4.0,3.25,2330,2.0,0,3,3,2330,0,34,-0.35997342020172723,-0.5697807973689215,0.7387617881955637,53,9.178643285232928,0,96
1346400.0,5.0,1.75,3380,1.0,0,0,4,1690,1690,8,-0.35916693311190195,-0.5700874599397332,0.7389177235514478,3,9.904586947979428,0,51
840000.0,4.0,2.75,2600,1.5,0,0,3,1620,980,34,-0.3606016866265718,-0.5691611950191451,0.7389329859239271,52,7.919719760924575,0,78
300000.0,2.0,1.75,1360,1.0,0,0,3,860,500,34,-0.36001632768872377,-0.5681820380596926,0.7399712260783252,70,8.99974278983049,0,39
505000.0,4.0,2.5,2780,1.0,0,0,3,1590,1190,18,-0.3586007914070928,-0.5690854472499884,0.7399643411208999,22,8.759354748566208,0,36
110000.0,3.0,1.0,1250,1.0,0,0,5,1250,0,20,-0.3590386634535497,-0.5734401106299531,0.736381475640307,23,10.880760489345077,0,69
746000.0,3.0,2.5,2620,2.0,0,0,3,2620,0,3,-0.3588469056709254,-0.5716196624903813,0.7378887854851738,5,9.099520536870939,0,22
211000.0,3.0,1.5,1350,1.0,0,0,5,1350,0,6,-0.3617940330404358,-0.5711978109485036,0.7367755006947325,68,8.938662873666118,0,73
675000.0,4.0,3.0,2400,1.0,0,0,4,1200,1200,34,-0.3605093484369385,-0.568855690602769,0.7392132391660887,50,8.114025442356755,0,50
734200.0,4.0,2.5,2760,1.5,0,0,5,1680,1080,34,-0.36051961320706594,-0.5687273742988136,0.7393069607518956,50,8.517393171418904,1,86
1225000.0,4.0,2.25,3070,1.0,0,3,3,1870,1200,22,-0.3601042398633989,-0.5712144003486228,0.7375900251947332,25,9.68215486062588,0,38
615000.0,2.0,1.75,2040,1.5,1,3,4,2040,0,40,-0.36335983996665383,-0.5711116380798715,0.7360714119901233,40,10.26095218458911,1,95
630000.0,4.0,2.0,1770,2.0,0,0,5,1770,0,34,-0.36098182529097095,-0.5687942723081133,0.7390299030479639,74,8.699681400989512,1,103
1264000.0,4.0,3.75,3490,2.0,0,0,3,3490,0,3,-0.35934026535838665,-0.5705919488340168,0.7384439055324129,3,9.123801610558944,1,2
301500.0,2.0,1.5,830,2.0,0,0,3,830,0,34,-0.36146025408946575,-0.5699751023877051,0.7378854026010436,63,7.195937226475569,0,9
369000.0,2.0,2.5,980,2.0,0,0,3,670,310,34,-0.3612557217033428,-0.5695511339689966,0.7383128126554673,55,6.79794041297493,0,5
635000.0,3.0,2.5,1570,3.0,0,0,3,1570,0,34,-0.3600839252383815,-0.5688018903862737,0.7394619505274909,47,7.2682230211595655,0,4
1033888.0,4.0,3.25,3270,2.0,0,0,3,3110,160,30,-0.3579911452506106,-0.5699609753237512,0.7395855775568874,31,8.554103545436334,0,0
383000.0,4.0,2.5,2160,2.0,0,0,3,2160,0,20,-0.3594581405928399,-0.5743110002460281,0.735497600375382,23,8.736168065858227,0,4
1050000.0,4.0,3.75,3280,2.0,0,0,3,2320,960,18,-0.35873859156331234,-0.5696522077969964,0.7394612803082923,21,9.305741456739435,0,6
455000.0,4.0,2.5,3360,2.0,0,0,3,3360,0,31,-0.35954684400341597,-0.5729219213848321,0.7365368551293925,36,8.94715577112479,0,13
819900.0,5.0,2.75,3150,2.0,0,0,3,3150,0,30,-0.3583014676915843,-0.570059907909789,0.7393590194512675,31,8.87066300440602,1,1
625000.0,3.0,3.5,1810,2.0,0,0,4,1440,370,34,-0.3603152816977695,-0.5698534996120844,0.7385390218227587,59,7.52131798019924,0,5
651000.0,4.0,2.5,2740,2.0,0,0,3,2740,0,32,-0.35731129607233286,-0.5713449927847799,0.7388460847286598,42,8.87360810154911,0,21
480000.0,5.0,4.75,3830,1.0,0,0,3,2130,1700,41,-0.35701364867252905,-0.5696130743719146,0.740325739229769,44,10.463131911491967,0,38
757000.0,3.0,3.25,3190,2.0,0,0,3,3190,0,15,-0.3576620420011296,-0.572335987625317,0.7379087890657865,17,8.572438665642215,0,7
460000.0,3.0,2.25,2350,1.0,0,0,3,1390,960,16,-0.35891980963879233,-0.5686565608736738,0.7401393693245746,16,9.254452946594503,1,37
267345.0,4.0,2.25,2510,1.0,0,0,4,1610,900,14,-0.36302186658672125,-0.5726796261948799,0.7350191630979328,13,9.007734471879521,0,42
530000.0,2.0,2.0,1680,1.0,0,0,3,1680,0,30,-0.3567306251275632,-0.5704004777406796,0.7398557670852494,32,8.507344855361422,0,8
449500.0,3.0,2.0,1770,1.0,0,0,4,960,810,35,-0.35956846950366367,-0.5678444279277708,0.7404479869715197,62,8.796490207333578,1,60
289000.0,3.0,1.0,1090,1.0,0,0,5,1090,0,31,-0.35969947690145415,-0.5719656149569828,0.7372052778051043,34,8.897819009510757,0,33
373000.0,5.0,2.5,3001,2.0,0,0,3,3001,0,17,-0.36064297951936586,-0.5732058234677081,0.7357796716858254,18,8.650149418664862,0,8
525000.0,5.0,3.0,2450,2.0,0,0,3,2450,0,34,-0.3606214097409108,-0.5685194844427403,0.7394171993167586,56,8.432070937999402,0,20
777000.0,3.0,3.25,3610,2.0,0,0,3,2440,1170,15,-0.3585642012573661,-0.571866717628205,0.73783478560299,15,10.996718722251757,0,11
550000.0,4.0,2.0,2250,1.0,0,0,5,1200,1050,3,-0.3589732811540282,-0.570980501095418,0.7383220508601491,4,8.922791623969635,0,58
523000.0,3.0,1.5,1240,1.0,0,0,4,1240,0,3,-0.35853361179977394,-0.5710645863217617,0.7384706408916771,7,8.95364003713313,1,57
628000.0,4.0,2.0,2260,1.0,0,0,3,1430,830,34,-0.35969703003675174,-0.5690257956550354,0.739477985109695,54,8.699681400989512,1,56
581000.0,4.0,1.75,2090,1.0,0,0,4,1070,1020,30,-0.3583814552923684,-0.5700932246150967,0.7392945608825248,31,9.007612005404566,0,51
245000.0,5.0,1.75,2020,1.0,0,0,3,1220,800,34,-0.361209377118319,-0.5707686204165401,0.7373947164372658,69,8.974997713204974,1,52
415000.0,3.0,1.75,1960,1.0,0,0,5,980,980,34,-0.3607759103198386,-0.5703147824383918,0.7379578520926122,51,8.517393171418904,1,103
1895000.0,5.0,2.25,3120,2.0,0,0,4,3120,0,42,-0.3591951337926901,-0.5699678728361675,0.738996265074639,3,9.721545923560459,0,45
225000.0,3.0,1.5,1250,1.0,0,0,3,1250,0,17,-0.36102659637075624,-0.5729870763389341,0.7357619228130169,18,8.922791623969635,1,47
287000.0,3.0,2.25,1490,1.0,0,0,4,1170,320,11,-0.3561582439501867,-0.5704786813612158,0.7400711988577098,11,9.169622538697624,0,27
799200.0,6.0,3.0,2890,2.5,0,0,3,2290,600,34,-0.3603902787692836,-0.5695749033495575,0.738717318358613,46,7.771067086065405,1,108
239950.0,3.0,1.0,1900,1.5,0,0,4,1900,0,1,-0.3622671403664706,-0.5736919880529687,0.734601947897317,0,10.43084575693648,1,72
591000.0,3.0,1.75,1680,1.0,0,0,5,870,810,34,-0.36020865955904424,-0.5697937651327464,0.7386371144171714,59,7.783640596221253,1,92
700000.0,3.0,2.5,2030,2.0,0,0,4,2030,0,3,-0.3580768435727304,-0.5709585677201074,0.738774179329512,7,9.035867930125626,0,39
475000.0,4.0,2.5,3740,1.0,0,0,3,2260,1480,31,-0.35946255963915175,-0.5726513681336526,0.7367883541372823,36,9.071193240566025,1,10
575000.0,3.0,1.75,1580,1.0,0,0,4,1180,400,34,-0.36039976552660646,-0.5708698673851929,0.7377124124751999,57,9.371693622333941,1,63
771000.0,3.0,2.25,1780,1.5,0,0,4,1390,390,34,-0.36014880770452556,-0.5700246620150116,0.7384881319315028,59,8.71948076085107,0,87
155000.0,2.0,1.0,910,1.0,0,0,3,910,0,34,-0.360504181292081,-0.5708683843308737,0.7376625400834615,57,8.73761303680885,1,71
550000.0,7.0,4.0,3440,2.0,0,0,3,3440,0,34,-0.360133611194266,-0.5685828295805673,0.739606211435743,47,8.99974278983049,1,44
645000.0,3.0,2.5,1740,2.0,0,0,4,1740,0,3,-0.3580786502562741,-0.5709876865618274,0.7387507983247241,7,9.528866827722945,0,39
464000.0,5.0,2.5,3400,1.0,0,0,4,1700,1700,35,-0.3597295650008061,-0.5682585894230501,0.7400519006199879,62,9.101752431559284,0,55
1050000.0,4.0,3.25,4400,2.0,0,0,3,4400,0,32,-0.3571004667950091,-0.5721685453862986,0.7383105121053837,43,9.718723014091033,0,11
350000.0,3.0,2.5,2010,2.0,0,0,3,2010,0,40,-0.3626624347851434,-0.5698934691809983,0.7373583878824179,40,9.567944883732848,1,37
591000.0,4.0,2.25,2710,2.0,0,0,4,2710,0,41,-0.3571241908567621,-0.569382683088392,0.7404496421121203,44,10.550093288660156,0,37
717000.0,3.0,1.5,1310,1.0,0,0,3,1090,220,34,-0.3606661980952024,-0.5684945806238322,0.7394145017193574,56,8.263848131368906,1,58
225000.0,4.0,1.5,1950,1.5,0,0,3,1950,0,33,-0.3612579941239502,-0.5718574201070402,0.7365268174004665,72,9.438272440022189,1,75
225000.0,3.0,1.0,1040,1.0,0,0,3,1040,0,34,-0.36112371941491656,-0.5711084001666848,0.7371735579461506,69,8.785080636539838,1,67
345000.0,3.0,1.75,1090,1.0,0,0,3,1090,0,18,-0.35827693334394656,-0.569376885373657,0.7398970208318526,22,8.881975184248866,1,46
230000.0,2.0,0.75,650,1.0,0,0,4,650,0,34,-0.359789748043118,-0.5683517141244344,0.7399511242338153,62,8.586905803827538,0,83
385000.0,3.0,2.0,1480,1.0,0,2,3,740,740,34,-0.3617937227753583,-0.5704249940591024,0.737374144049695,65,8.79497643168877,1,71
90000.0,2.0,1.0,790,1.0,0,0,3,790,0,18,-0.3581773657316339,-0.5692562960063766,0.740038001817912,22,7.878912912297132,1,41
860000.0,4.0,2.5,3560,1.0,0,2,3,2290,1270,3,-0.3589032870506559,-0.5701604637336083,0.7389894966366649,3,9.316500567804573,0,28
675000.0,4.0,2.5,3000,2.0,0,0,3,3000,0,24,-0.35961284753284095,-0.5713192124411832,0.7377485732855795,34,8.6213730103259,0,8
975000.0,4.0,2.5,3490,2.0,0,3,3,3490,0,3,-0.35887970979379347,-0.5714934003394387,0.7379706276450227,5,8.921991410536698,0,14
780000.0,3.0,1.75,2340,1.0,0,0,4,2340,0,22,-0.35999886499189027,-0.5710939282053438,0.7377347371322165,25,9.25874951118387,0,47
370000.0,3.0,1.75,1650,1.0,0,0,5,1060,590,35,-0.3592568441868262,-0.5681908925869213,0.7403334583052426,67,9.018574356354229,0,63
665000.0,3.0,2.0,1940,1.5,0,0,5,1150,790,34,-0.3604832140234076,-0.568883386933567,0.7392046702222246,50,8.669227347271736,0,70
675000.0,5.0,3.0,3410,1.0,0,0,4,1870,1540,30,-0.35811528392041053,-0.570804863805928,0.7388743133159387,31,9.169622538697624,0,46
620000.0,3.0,1.0,1710,1.5,0,0,3,1710,0,34,-0.36011779413209716,-0.5689687695515384,0.7393170589296861,47,8.30671904320269,1,105
1105000.0,4.0,1.5,2740,2.0,0,0,5,1930,810,34,-0.36059728368782573,-0.5692624015424114,0.7388571696797211,52,8.294299608857235,0,109
450000.0,3.0,2.75,1250,2.0,0,0,3,1040,210,34,-0.36129357047055555,-0.5696026918719557,0.7382545152918876,55,6.794586580876499,0,4
450000.0,3.0,2.25,2450,1.0,0,0,4,2450,0,9,-0.360118505581198,-0.5738168239663637,0.7355602724937774,26,10.649725161670181,1,36
530000.0,3.0,1.75,1690,1.0,0,0,4,1690,0,3,-0.3591368487448794,-0.5709186681131803,0.7382903211294796,4,9.010791269515602,1,56
635000.0,4.0,1.75,1950,1.0,0,0,4,1370,580,3,-0.35858699397565763,-0.5707553636214142,0.7386837500912613,6,9.497097016351463,0,45
580000.0,5.0,2.0,2290,1.0,0,0,3,1190,1100,3,-0.3582776091994685,-0.5707239680990146,0.7388581101832936,7,8.871505346165781,1,50
1550000.0,5.0,3.25,3370,1.0,0,2,5,2000,1370,22,-0.3599014645385403,-0.5708553485542903,0.7379668738161448,25,9.767610553984774,0,32
285000.0,3.0,1.0,1090,1.0,0,0,4,1090,0,6,-0.36183283146679934,-0.5711447604290382,0.7367975737658041,68,9.0642735958414,0,41
375000.0,3.0,1.0,1190,1.0,0,0,4,1190,0,25,-0.36185526509878013,-0.5715452296411185,0.7364759450211342,68,9.157677719392877,1,61
1400000.0,5.0,4.25,3530,2.0,0,0,3,3530,0,22,-0.3598130825817882,-0.5704230066578055,0.738344187407513,25,8.977777598745481,0,13
560000.0,3.0,1.0,1440,2.0,0,0,3,1440,0,34,-0.360344455654951,-0.5688146208292459,0.7393252331752368,47,8.517393171418904,1,104
405000.0,4.0,1.75,2180,1.0,0,0,3,1090,1090,19,-0.35921497238571876,-0.5683500805773362,0.7402315783061831,67,9.512664721164834,1,58
413000.0,4.0,1.0,1410,1.0,0,0,3,810,600,34,-0.3612635617977581,-0.5698647310850015,0.7380669530487167,61,8.699681400989512,1,89
287600.0,3.0,2.5,1950,2.0,0,0,3,1950,0,1,-0.3618933181765486,-0.5728762840220724,0.7354223204827478,0,9.018210874191142,1,24
1680000.0,5.0,3.25,4860,2.0,0,2,4,3820,1040,22,-0.359624103666517,-0.5707396789206121,0.7381915218746765,25,10.074242472958616,0,25
225000.0,3.0,1.0,1660,1.0,0,0,3,1100,560,1,-0.36191715564758725,-0.5729105353537494,0.7353839071727368,0,8.88336291691676,1,51
319000.0,3.0,1.0,1390,1.0,0,0,4,1390,0,41,-0.35709588469633036,-0.5698084105319249,0.7401357337813292,44,9.459073694289389,0,46
322500.0,3.0,2.0,1350,1.0,0,0,3,1350,0,11,-0.35614717920255695,-0.5705720286508384,0.7400045586800995,11,9.561067663645012,0,25
570000.0,3.0,2.0,1530,1.0,0,0,4,1530,0,34,-0.35976415285468194,-0.5689984541942036,0.7394663707332201,54,8.59452453435256,0,77
465000.0,3.0,1.5,1270,1.0,0,0,3,1270,0,34,-0.359674584431877,-0.5692098246349747,0.7393472586361419,54,8.53954159508,1,64
435000.0,4.0,2.25,2140,2.0,0,0,3,2140,0,37,-0.35654621542920883,-0.5732842784909526,0.7377126353114851,38,8.757154527656606,0,12
502000.0,4.0,2.5,2040,2.0,0,0,3,2040,0,16,-0.3585036799926864,-0.5684536237088871,0.7404968528791576,16,8.633552992532433,1,2
525000.0,3.0,3.5,2876,2.0,0,0,3,2360,516,41,-0.35801409377673044,-0.5691015560508079,0.740235994502953,41,8.534443544822764,0,7
525000.0,3.0,2.5,1580,2.0,0,0,3,1010,570,34,-0.36016131051583333,-0.5697485153245884,0.7386951060437215,53,7.057897937411856,0,6
660000.0,4.0,3.5,3400,2.0,0,0,3,3400,0,37,-0.35673594787452717,-0.5734727185621215,0.737474409426546,38,8.555836815008442,1,2
870000.0,4.0,2.5,3520,2.5,0,0,3,2650,870,34,-0.36168748648697313,-0.5701363046504386,0.7376494806059841,63,8.820847033377717,0,8
650000.0,4.0,2.5,2210,2.0,0,0,3,2210,0,34,-0.3602848363883242,-0.5685158218141891,0.7395840702824634,56,8.489205154876068,1,1
505000.0,4.0,2.5,2790,2.0,0,0,3,2790,0,31,-0.3595428393663261,-0.5720354352176884,0.7372275140794123,37,8.631057447565285,0,5
330000.0,3.0,2.5,1450,1.0,0,0,3,840,610,34,-0.36126675801800745,-0.5702090349713534,0.7377994212441458,49,8.518991573357617,0,7
385000.0,4.0,1.75,1620,1.0,0,0,4,860,760,34,-0.36001814518888814,-0.5685979290553836,0.7396508164050668,62,8.513385953073284,1,67
306000.0,3.0,1.5,1220,3.0,0,0,3,1220,0,34,-0.36012587165383597,-0.5684786411530277,0.7396900642285067,62,6.99117688712121,0,7
546000.0,3.0,1.75,2000,1.0,0,0,4,1110,890,34,-0.3607136568168459,-0.5684095587331435,0.7394567136260324,56,8.517393171418904,0,93
925000.0,4.0,2.5,2190,2.5,0,0,5,2190,0,22,-0.35981583932091865,-0.5705888352507876,0.7382146997052637,25,8.902591637374087,0,56
542000.0,4.0,1.75,1900,1.0,0,0,4,950,950,3,-0.3589553209399067,-0.5711753553266377,0.7381800532637128,5,9.018089684104343,1,59
800000.0,3.0,1.0,1700,1.5,0,0,4,1700,0,34,-0.36015009118396635,-0.5698874695314635,0.7385933819708962,59,8.38958706681109,1,108
620000.0,5.0,2.5,2540,2.0,0,0,5,1760,780,34,-0.3607136682339026,-0.5684328336159933,0.7394388164118346,56,8.251403065380554,0,85
175000.0,2.0,1.0,1170,1.0,0,2,3,1170,0,10,-0.3618929881246786,-0.571979991621747,0.7361197961816932,73,9.096723645189215,1,103
740000.0,5.0,5.0,5774,1.0,0,2,3,4490,1284,14,-0.3622860916822862,-0.5725756845684697,0.7354630332073275,2,10.363314575330303,0,30
345000.0,3.0,2.25,2120,2.0,0,0,3,2120,0,31,-0.35937872641175417,-0.5724662021435248,0.7369731191882338,37,9.616072111201778,0,30
510000.0,3.0,1.75,2170,1.0,0,0,3,1450,720,32,-0.3576597270149918,-0.5714055425859282,0.7386306421843347,42,10.183427229849748,0,28
530000.0,4.0,2.75,2450,1.0,0,0,5,2450,0,25,-0.3619281814123697,-0.5715824899859183,0.736411195352863,68,9.616005460087013,0,40
155000.0,2.0,1.0,700,1.0,0,0,5,700,0,31,-0.35980688087411167,-0.5719141852816908,0.7371927652583298,34,8.556606193773073,1,62
266000.0,3.0,2.5,1780,1.0,0,0,4,1400,380,17,-0.3607392780203837,-0.5732416286988136,0.7357045659910397,18,8.88391747120797,0,28
257200.0,3.0,2.0,1850,1.0,0,0,4,1150,700,1,-0.3614201406270908,-0.5737237707588432,0.734994229103432,1,9.018089684104343,0,62
265000.0,3.0,2.0,1570,1.0,0,0,3,1570,0,1,-0.3611509974855395,-0.5737563498274019,0.7351010869587502,45,8.649448770536708,1,16
372220.0,3.0,1.0,1290,1.0,0,0,3,980,310,34,-0.36171987585901483,-0.5701937648341592,0.7375891823724008,63,8.612685172875457,1,63
337500.0,5.0,2.0,1700,1.0,0,0,3,1000,700,34,-0.3607237104868624,-0.5704974229772379,0.7378421884582914,51,8.897682313454224,1,58
