bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,city,x,y,z,zipcode,log_sqft_lot,was_renovated,age,price
7.0,3.5,2870,1.0,0,0,3,1520,1350,570921.3700843812,-0.35981158618514364,-0.5685352926237902,0.7397994616706017,474543.2178914028,10.298902324790792,1,53,475000.0
4.0,2.0,1580,1.0,0,0,3,1040,540,312599.218230847,-0.36208325833211524,-0.5726859242187174,0.7354770874999113,353008.25362959073,8.987321812850125,1,47,245000.0
4.0,2.5,3200,2.0,0,0,3,3200,0,570921.3700843812,-0.3596265607423546,-0.5694024739894896,0.7392222665905527,818571.7812452,8.927446816256198,0,8,1255000.0
3.0,1.5,1220,1.0,0,0,3,1220,0,383118.7148705018,-0.36028924078627245,-0.5716442398977105,0.737166552391941,439663.4161090738,8.699681400989514,1,46,177500.0
2.0,1.0,790,1.0,0,0,4,790,0,570921.3700843812,-0.3606809093202632,-0.570801453957348,0.7376279426730562,453199.5853563681,8.564267598802166,1,89,299800.0
3.0,1.5,1180,1.0,0,0,3,800,380,693846.6908052936,-0.3574193786695381,-0.5712782417296699,0.7388454224516372,639616.9495846,9.41938499891089,1,33,372500.0
4.0,2.75,2840,1.5,0,0,5,1960,880,570921.3700843812,-0.36032877762282706,-0.5701829531073569,0.7382781129104484,605410.474699562,8.294299608857235,0,102,870000.0
4.0,2.5,2030,1.5,0,0,4,1630,400,570921.3700843812,-0.36033546580076764,-0.5691140797814208,0.7390991248003818,588516.8146220621,8.270269111436624,1,88,831000.0
3.0,1.0,940,1.0,0,0,3,940,0,660891.9679916813,-0.3582366965595028,-0.5703469405771845,0.7391690176220729,641599.3605464451,9.246575864558277,1,49,354000.0
3.0,2.5,2860,2.0,0,0,4,2860,0,316252.5191406243,-0.36074422026301184,-0.5740102323450094,0.7351026191696367,379874.92361722596,10.687891253367626,0,24,378500.0
3.0,1.5,1660,2.0,0,0,3,1660,0,316252.5191406243,-0.36244283898606366,-0.5738008034493026,0.7344302733606894,306997.97536354285,9.65509029374725,1,33,220000.0
4.0,2.5,4060,1.0,0,4,3,2150,1910,465551.92366790347,-0.3586992556331704,-0.5684153136225573,0.7404315466318134,465551.92366790347,9.1834829178063,1,37,603500.0
1.0,1.5,810,2.0,0,0,4,810,0,669649.6619138028,-0.3585148904901833,-0.5696638144744413,0.7395608235806174,791460.530075905,8.074649075066652,1,32,285000.0
3.0,3.25,1370,2.0,0,0,3,1100,270,570921.3700843812,-0.3614386879784026,-0.5697990084728825,0.7380319537633658,614916.6484850863,6.81783057145415,0,8,390000.0
3.0,2.0,1560,1.0,0,0,3,1560,0,515022.26418840024,-0.36202690951659533,-0.5737435559194022,0.7346800996534633,306997.97536354285,8.902863672196222,0,22,196440.0
3.0,1.0,1090,1.0,0,0,4,1090,0,660891.9679916813,-0.35841250352230275,-0.5700123550023836,0.7393418644061163,641599.3605464451,9.200391041122515,1,59,300000.0
5.0,2.5,2570,2.0,0,0,3,2570,0,431949.4164202884,-0.3560330013045537,-0.5707123055771269,0.7399513269431388,431949.4164202884,9.206633510044856,0,8,492500.0
6.0,2.75,2520,2.0,1,4,3,2520,0,570921.3700843812,-0.36177807953898483,-0.570604562220912,0.7372428736432556,413372.5957120641,10.899716371226633,1,60,975000.0
3.0,1.75,1180,1.0,0,0,4,1180,0,606306.1674573087,-0.35750150156346194,-0.5695627507666533,0.7401290085647185,557810.543746771,9.714322633260165,0,47,390000.0
3.0,2.0,1270,1.0,0,0,3,1270,0,570921.3700843812,-0.3602202874430698,-0.5698701810488789,0.7385724888362348,574921.8232667695,8.188966863648876,1,51,349500.0
3.0,2.5,2050,1.0,0,0,4,1570,480,600900.6933288985,-0.35821613707224875,-0.5732576474177173,0.7369239233585377,574395.9700867486,10.596734728096406,0,37,439500.0
4.0,1.75,1960,1.0,0,0,5,1340,620,442988.87476968265,-0.3560739484224438,-0.5749185016230233,0.7366682155125118,442988.87476968265,9.137877200242468,0,35,372000.0
2.0,1.0,1050,1.0,0,0,4,1050,0,316252.5191406243,-0.3620917814693738,-0.5730645185779774,0.7351779371957011,306997.97536354285,11.003998038487318,0,71,415000.0
3.0,2.5,2090,1.5,0,0,4,2090,0,570921.3700843812,-0.3605289444074473,-0.5694836923615906,0.7387188423795562,818571.7812452,8.699681400989514,0,86,1365000.0
3.0,1.75,1940,1.5,0,0,4,1940,0,399891.0387314188,-0.35993472334612053,-0.5761790925502457,0.7338015046575792,399891.0387314188,8.922791623969637,1,96,295000.0
3.0,1.75,1140,1.0,0,0,4,1140,0,312599.218230847,-0.36313843855084305,-0.5728398906863058,0.7348366717069562,321879.98856389115,9.172534657240284,0,45,120750.0
6.0,5.25,2860,2.0,0,0,3,2860,0,316252.5191406243,-0.3615672136201203,-0.5736867298258047,0.7349508051949847,315564.30528390774,8.645234541297121,0,36,300000.0
3.0,2.0,1410,1.0,0,0,3,1410,0,313067.3212064117,-0.3607437626443756,-0.573183559454153,0.7357476094997835,343231.19712634454,8.658866349732383,0,29,245000.0
3.0,2.5,1900,2.0,0,0,3,1900,0,669649.6619138028,-0.3585128772845051,-0.569573938643583,0.7396310196572486,791460.530075905,8.936561204693394,1,24,512500.0
5.0,3.25,4180,2.0,0,0,4,2880,1300,600900.6933288985,-0.35861807509360744,-0.5718147240167505,0.7378488989039714,574395.9700867486,10.804116272920615,0,35,869000.0
3.0,2.75,2090,1.0,0,0,3,1340,750,312599.218230847,-0.36292096623296244,-0.573264208373021,0.7346131768944705,321879.98856389115,9.171703488361265,1,27,300000.0
3.0,1.75,2110,2.0,0,0,4,2110,0,383118.7148705018,-0.3597166901821925,-0.5722370114767508,0.7369862315542438,511917.77449054894,9.23024103368252,0,48,305495.0
4.0,3.25,3430,2.0,0,0,3,3430,0,504177.64866886067,-0.3578431178725552,-0.5688430770375535,0.7405172899383893,504177.64866886067,9.197356444417888,0,0,749995.0
3.0,3.0,2790,2.0,1,4,4,1600,1190,349887.3325064,-0.36220749219148474,-0.57246017451237,0.7355916538390186,354490.56704367406,9.435402082446297,0,37,835000.0
4.0,2.5,2980,2.0,0,0,3,2980,0,547128.9151012066,-0.35649162477119756,-0.5732846724978863,0.7377387110264602,547128.9151012066,9.000606507571892,0,14,622500.0
4.0,2.5,2105,2.0,0,0,3,2105,0,313067.3212064117,-0.36048291147360084,-0.5736068626755346,0.7355455374258255,352965.5354258385,8.715059959545654,0,11,330000.0
2.0,1.75,1250,1.0,0,0,4,1250,0,312599.218230847,-0.36267554250464423,-0.5733370379376078,0.7346775427341522,353008.25362959073,10.445695557530787,1,64,299000.0
3.0,1.75,1890,1.0,0,0,5,1890,0,313067.3212064117,-0.36006690909982275,-0.5729200377215766,0.7362842191357949,352965.5354258385,9.536834420213353,0,48,292285.714286
4.0,1.75,1720,1.0,0,0,3,1220,500,312599.218230847,-0.363083242871895,-0.5726798230396906,0.7349886931299401,321879.98856389115,8.881975184248867,0,40,161700.0
4.0,2.75,2420,1.0,0,0,3,1530,890,823248.8103435911,-0.3586888025519314,-0.5706484802390268,0.7387168976845937,647384.8172812271,9.30228124567454,1,37,725000.0
2.0,1.25,1240,2.0,0,0,3,1240,0,570921.3700843812,-0.36044856433205696,-0.5685458899235475,0.7394811718509136,556782.41036685,7.67368812926773,0,0,545000.0
2.0,1.75,1210,2.0,0,0,3,1210,0,600900.6933288985,-0.3579832857188889,-0.5723503859601061,0.7377415080296142,619295.5542510055,6.940222469119639,0,0,357562.0
4.0,3.25,3730,2.0,0,0,3,2760,970,570921.3700843812,-0.3601179806950167,-0.5689826534959899,0.7393062829442245,588516.8146220621,8.4252971767117,1,1,595000.0
3.0,1.75,1790,1.0,0,3,3,1790,0,312599.218230847,-0.363073781268553,-0.5724494829823195,0.7351727815885393,321879.98856389115,8.942591637231851,0,36,299950.0
4.0,3.25,4420,2.0,1,4,3,3150,1270,823248.8103435911,-0.3585476891146082,-0.5715000819318568,0.7381268258114287,649579.1838621489,8.968396191198256,0,13,2700000.0
3.0,2.25,1270,2.0,0,0,3,1060,210,570921.3700843812,-0.35970562606052053,-0.5693600143253518,0.739216501890917,818571.7812452,7.249215057114389,0,0,594000.0
3.0,2.5,2840,1.0,0,3,3,1870,970,504080.34374227835,-0.3559114923111669,-0.5714781056646383,0.7394185447950266,504080.34374227835,10.793783324133198,0,20,500000.0
4.0,2.0,1670,1.0,0,0,3,1670,0,465551.92366790347,-0.3587846232005532,-0.568761055653286,0.7401246217543345,465551.92366790347,9.397400683117311,1,59,400000.0
4.0,2.5,1540,2.0,0,0,3,1540,0,600900.6933288985,-0.3579832857188889,-0.5723503859601061,0.7377415080296142,619295.5542510055,7.528869256642251,0,0,491234.0
2.0,1.5,982,2.0,0,0,3,806,176,570921.3700843812,-0.360048353509187,-0.5685540210037223,0.7396698644231914,403563.9717036811,6.741700694652055,0,8,250000.0
3.0,1.75,2160,1.0,0,0,4,1390,770,570921.3700843812,-0.3598322567439099,-0.569081866185998,0.7393690395092607,595514.472632154,8.744009988096742,1,54,820000.0
4.0,2.5,2070,2.0,0,0,3,2070,0,316252.5191406243,-0.3610310203525887,-0.5735406011353824,0.7353283492375585,379874.92361722596,8.919586920999915,0,11,300000.0
3.0,2.5,1600,2.0,0,0,4,1600,0,313067.3212064117,-0.36054686021778604,-0.5728038221040731,0.7361397577702631,330073.55167527334,7.933438387627489,0,22,245000.0
4.0,3.5,4220,2.0,0,0,3,4220,0,316252.5191406243,-0.3614912213396958,-0.574349655287163,0.7344702651338937,379874.92361722596,12.1900347228324,0,21,799950.0
5.0,2.75,2670,2.0,0,0,3,2670,0,383118.7148705018,-0.3593909628094726,-0.5724004662364132,0.7370182101571284,511917.77449054894,8.24301946898925,0,0,341166.666667
3.0,1.5,1230,1.0,0,0,4,1230,0,398684.1882493567,-0.3612348591612057,-0.5710913867099775,0.7371322842966918,278595.8087887524,8.994296557777195,1,65,150000.0
4.0,1.75,2240,1.5,0,0,4,2240,0,823248.8103435911,-0.358293437420774,-0.570788264648217,0.7388007645103536,649579.1838621489,9.198976041897133,0,49,500000.0
4.0,2.5,2670,2.0,0,0,3,2670,0,383118.7148705018,-0.35955651981188985,-0.5721498312257036,0.7371320639404861,511917.77449054894,9.078635880978755,0,8,515000.0
3.0,1.75,1140,1.0,0,0,4,1140,0,503233.7421727002,-0.3627650959415784,-0.5735862324402641,0.7344387783345054,503233.7421727002,9.249657234353133,0,31,250000.0
6.0,1.75,2740,1.0,0,3,3,1370,1370,570921.3700843812,-0.36182785519577787,-0.5704188399359176,0.737362156779547,413372.5957120641,8.757940876678804,0,61,675000.0
3.0,1.75,3160,1.0,0,0,4,2160,1000,316252.5191406243,-0.3624706092368419,-0.5735612319767385,0.7346036826839345,306997.97536354285,11.241523483091212,1,36,625000.0
3.0,1.75,1670,1.0,0,0,5,1670,0,1046568.688211033,-0.35981248241651104,-0.5706329585807203,0.7381822295874385,1046568.688211033,9.169622538697624,0,53,785000.0
3.0,2.0,1340,3.0,0,0,3,1340,0,570921.3700843812,-0.3601436027054247,-0.568589990272789,0.7395958412484125,588516.8146220621,7.233455418621439,0,6,376000.0
2.0,2.0,1540,2.0,0,0,3,1540,0,660891.9679916813,-0.3566144127494727,-0.5717249846798651,0.7388888296030445,671572.3083316834,10.905056493665374,1,31,475000.0
4.0,2.75,2620,2.0,0,0,3,2620,0,442988.87476968265,-0.3558211137328012,-0.5745322635061905,0.7370915907893688,442988.87476968265,8.702842538302868,1,1,499431.0
3.0,1.75,1280,1.0,0,0,4,1280,0,383118.7148705018,-0.35962364088640425,-0.5722915515414964,0.7369892922898089,511917.77449054894,9.279586544712997,0,45,317061.875
4.0,2.0,2090,1.5,0,0,5,1790,300,570921.3700843812,-0.3598457809328159,-0.5689292603652751,0.7394798919815689,595514.472632154,8.191740021277457,0,87,619400.0
5.0,3.0,3110,1.0,0,0,3,1790,1320,504177.64866886067,-0.3584537001993,-0.5689686283385856,0.7401254250327702,504177.64866886067,9.427868184504756,1,37,436500.0
4.0,1.5,1890,1.0,0,0,4,1890,0,316252.5191406243,-0.3608634790011893,-0.5737995424959785,0.7352085653435791,379874.92361722596,10.681917533624532,0,40,320000.0
3.0,2.0,1650,1.0,0,0,3,1160,490,383118.7148705018,-0.35995501378087374,-0.5723002186750141,0.7368207704445784,369130.20940281975,8.902863672196222,1,35,252350.0
4.0,2.75,3110,2.0,0,0,4,3110,0,606306.1674573087,-0.35734950830252654,-0.56976762143959,0.7400447192400028,557810.543746771,10.469823566229687,0,31,749950.0
3.0,2.25,1640,2.0,0,0,3,1640,0,600900.6933288985,-0.3575980803662615,-0.572139680721389,0.7380919987795505,619295.5542510055,8.26796230533871,0,20,478000.0
3.0,2.5,2375,2.0,0,0,3,2375,0,660891.9679916813,-0.35776016473500416,-0.5706220779420933,0.7391874651898734,641599.3605464451,8.31752199628717,0,12,712000.0
6.0,2.75,2520,1.0,0,0,4,1320,1200,498394.2619433059,-0.35913076761358936,-0.568224651484952,0.7403687170579797,407040.06294389145,9.140454244512016,0,52,410000.0
3.0,1.75,1570,2.0,0,0,3,1570,0,442988.87476968265,-0.35576427816050543,-0.5747567803228634,0.7369439747075962,442988.87476968265,9.730205020392843,0,32,370000.0
2.0,1.0,710,2.0,0,0,4,710,0,570921.3700843812,-0.36032952810768076,-0.5693395776001359,0.7389283297802264,613033.5377530168,7.068172000388042,0,71,402000.0
4.0,3.5,4680,2.0,0,0,3,3360,1320,823248.8103435911,-0.3591723029169738,-0.571138069869656,0.7381033545262354,752510.1852842425,9.179984251961283,0,9,1160000.0
4.0,2.5,3250,2.0,0,0,3,3250,0,383118.7148705018,-0.35949424142699427,-0.5720210310976452,0.7372623890873702,511917.77449054894,8.517393171418904,0,6,580000.0
3.0,2.0,1900,1.0,0,0,4,950,950,570921.3700843812,-0.3598259351333165,-0.5687521951325689,0.7396257411267664,595514.472632154,8.999742789830492,1,74,520500.0
3.0,2.25,2230,2.0,0,0,4,2230,0,823248.8103435911,-0.3583550811265316,-0.570293043804153,0.7391532182297467,647384.8172812271,9.110961927995904,0,27,600000.0
4.0,2.25,1720,1.0,0,0,4,1720,0,312599.218230847,-0.3630936897697242,-0.5724761648151258,0.7351421720782806,321879.98856389115,9.024131268455035,0,41,240015.333333
2.0,1.0,820,1.0,0,0,4,820,0,570921.3700843812,-0.3615100983530471,-0.5699938591740602,0.737846494396112,539211.2726680863,8.740496729931813,0,92,375000.0
2.0,1.0,1110,1.0,0,0,5,1000,110,570921.3700843812,-0.3600499724671728,-0.5683242367044207,0.739845645591515,403563.9717036811,8.824824939175638,0,67,440150.0
2.0,1.5,1480,1.0,0,0,4,1480,0,570921.3700843812,-0.36165338872705666,-0.5706255684006059,0.737287791238755,413372.5957120641,9.657714883161557,1,74,280000.0
3.0,1.75,1370,1.0,0,0,5,770,600,570921.3700843812,-0.3598460163493561,-0.5696924914948356,0.7388919472100813,954271.0630011677,8.25608813381491,1,103,850000.0
3.0,2.25,2120,2.0,0,0,3,2120,0,383118.7148705018,-0.3593787264117542,-0.5724662021435248,0.7369731191882337,511917.77449054894,9.616072111201778,0,30,345000.0
4.0,2.5,2680,2.0,0,0,3,2680,0,600900.6933288985,-0.35741802332192185,-0.5721815459264509,0.7381467571600291,619295.5542510055,9.12543586488574,0,25,620000.0
3.0,2.75,3400,2.0,0,2,3,2470,930,383118.7148705018,-0.36000058676987695,-0.571872636407771,0.7371304262159918,407899.73157893785,8.881975184248867,0,5,530000.0
3.0,2.25,2140,2.0,0,0,3,2140,0,570921.3700843812,-0.3603028688374096,-0.5687969574303084,0.739359089972901,588516.8146220621,8.006700845440367,1,109,780000.0
3.0,2.0,1470,1.0,0,0,4,1470,0,570921.3700843812,-0.359603336896161,-0.5684948591506918,0.7399317774040938,474543.2178914028,9.215626376405421,0,58,480000.0
3.0,1.0,1150,1.0,0,0,4,1150,0,398684.1882493567,-0.3612734243131144,-0.5710882746374868,0.7371157951479909,278595.8087887524,8.875846177738598,1,61,203000.0
7.0,3.0,2800,1.0,0,2,3,1400,1400,383118.7148705018,-0.3597622436560786,-0.5716792953475012,0.7373967122997829,407899.73157893785,9.166388484447,1,51,350000.0
3.0,1.5,1810,1.0,0,0,3,950,860,370858.83046169276,-0.3596403406854645,-0.5740487527999146,0.7356132508054117,352965.5354258385,10.285649915074456,1,31,261000.0
3.0,1.75,1650,1.0,0,0,5,1040,610,570921.3700843812,-0.3599357246003535,-0.5688675607832357,0.7394835849732907,595514.472632154,8.537191877922927,0,106,600000.0
2.0,1.0,660,1.0,0,0,3,660,0,570921.3700843812,-0.3611854878762599,-0.5699223458633096,0.7380606770674416,337466.1679427965,8.517393171418904,0,99,175000.0
3.0,1.0,970,1.0,0,0,4,970,0,313067.3212064117,-0.36057391600435895,-0.5728342350050851,0.7361028394887635,330073.55167527334,8.892336539638013,0,44,215000.0
3.0,2.25,1765,2.0,0,0,3,1765,0,312599.218230847,-0.36260512050939947,-0.5729622524792695,0.7350046148251355,353008.25362959073,8.942853006809921,0,18,250000.0
5.0,4.5,3810,2.0,0,0,3,3810,0,693846.6908052936,-0.3579596517509757,-0.5715755143533575,0.738353789934077,728815.1222688869,8.98969370086056,0,6,966000.0
1.0,0.75,430,1.0,0,0,2,430,0,504080.34374227835,-0.35607932419644656,-0.5718572600851013,0.7390445108163395,504080.34374227835,8.527341522468053,0,102,80000.0
3.0,2.0,1530,1.0,0,0,4,1530,0,570921.3700843812,-0.359764152854682,-0.5689984541942036,0.73946637073322,595514.472632154,8.59452453435256,0,77,570000.0
3.0,1.0,1710,1.5,0,0,4,1200,510,570921.3700843812,-0.36003911339372896,-0.5683359895330767,0.7398419019142645,403563.9717036811,8.788288460263619,1,88,440000.0
3.0,2.5,1760,1.5,0,0,5,1760,0,398684.1882493567,-0.361512999784663,-0.5713130020144499,0.7368241341839527,420384.31391238194,9.057771773331575,0,77,289950.0
3.0,2.5,1920,2.0,0,0,3,1920,0,442988.87476968265,-0.35608971437436154,-0.5743221979778802,0.7371255851119551,442988.87476968265,9.172223049863055,0,21,391500.0
3.0,2.25,1820,2.0,0,0,3,1820,0,669649.6619138028,-0.3587134678924755,-0.569242141491831,0.7397891809849264,523348.84636668535,8.899321434159964,1,31,489950.0
5.0,4.5,4400,2.0,0,0,3,3390,1010,823248.8103435911,-0.35923035981867024,-0.5702949368683226,0.7387267651621299,1165519.5017678735,9.653807502217354,0,11,1800000.0
4.0,2.25,2370,1.0,0,2,3,1440,930,570921.3700843812,-0.36047549498150866,-0.5682945849215874,0.7396611942414156,733814.6171307225,8.699681400989514,1,55,899000.0
4.0,2.5,3240,1.0,0,0,3,1860,1380,693846.6908052936,-0.3577033697295105,-0.5711635592974615,0.7387966484864481,639616.9495846,9.545311482471128,1,37,635700.0
2.0,1.0,900,1.0,0,0,4,900,0,570921.3700843812,-0.3605392942854229,-0.5686029958276445,0.7393930283766522,556782.41036685,8.537191877922927,1,105,473000.0
6.0,4.5,3830,3.0,0,0,3,3050,780,570921.3700843812,-0.36064528057168477,-0.5691416186663039,0.7389267890009606,716512.521125783,8.476579508530941,1,95,1288333.33333
4.0,2.5,3190,1.0,0,0,5,2210,980,570921.3700843812,-0.3596119666286151,-0.5688326302568295,0.7396679472659315,474543.2178914028,9.339261152043022,0,68,659000.0
2.0,1.0,1100,1.0,0,0,4,1100,0,570921.3700843812,-0.36062192733452564,-0.5701544154060341,0.7381570077690353,605410.474699562,8.188411308079031,1,88,403000.0
5.0,3.5,3990,2.0,0,0,3,3990,0,650482.4972374236,-0.3594301960984081,-0.571744847727172,0.7375078055384179,511917.77449054894,9.204221690968005,0,13,1068000.0
4.0,3.5,2640,2.0,0,2,3,2640,0,570921.3700843812,-0.3615367634510209,-0.5700624541098475,0.7377804328440939,539211.2726680863,8.682877107057168,1,77,850000.0
5.0,2.0,1750,1.0,0,0,4,1750,0,383118.7148705018,-0.35976573554925856,-0.5716876402232095,0.7373885390624939,407899.73157893785,9.238441802087058,0,71,190000.0
3.0,1.5,1170,1.0,0,0,4,1170,0,823248.8103435911,-0.3586331990347446,-0.5709348759980523,0.7385225764451577,647384.8172812271,8.507344855361422,1,54,330000.0
4.0,3.0,3700,1.0,0,0,4,1850,1850,823248.8103435911,-0.35941936328649543,-0.5702053942114662,0.7387039526812327,1165519.5017678735,9.931637595952473,1,38,1728000.0
3.0,2.5,1520,2.0,0,0,3,1040,480,570921.3700843812,-0.3607574688652684,-0.5690406252944963,0.7389498057529846,716512.521125783,7.700295203420117,0,7,499950.0
5.0,2.25,3740,1.5,0,0,3,2240,1500,349887.3325064,-0.36184358526839333,-0.5720867064068276,0.7360611524545384,354490.56704367406,10.388441368734549,1,56,392000.0
4.0,2.5,2810,2.0,0,0,3,2810,0,693846.6908052936,-0.3575446187822417,-0.5711956687157432,0.7388486676040205,639616.9495846,9.316590491818841,0,32,675000.0
2.0,1.0,930,1.0,0,0,4,930,0,383118.7148705018,-0.3598991467583481,-0.5718047281631634,0.7372326342565579,407899.73157893785,8.464635940677562,1,72,141800.0
3.0,2.5,2250,2.0,0,0,3,2250,0,316252.5191406243,-0.3617751653012753,-0.5741587304591708,0.7344797356011589,379874.92361722596,8.894944460956886,0,20,308900.0
1.0,1.0,1140,1.5,0,0,3,1140,0,570921.3700843812,-0.3602256193438346,-0.5685724823270636,0.7395693581462065,588516.8146220621,8.81001204797317,1,94,540000.0
4.0,2.0,2430,1.0,0,0,3,1430,1000,570921.3700843812,-0.36034206256751994,-0.5714978616406516,0.7372542248673438,347751.1941727795,9.10063710688422,1,54,255000.0
3.0,1.75,1710,1.0,0,0,4,1710,0,669649.6619138028,-0.35854748005485515,-0.5696451500588894,0.739559400968373,791460.530075905,9.078864009187797,0,28,630000.0
2.0,3.25,1400,3.0,0,0,3,1400,0,570921.3700843812,-0.36048386669358823,-0.5690558433196045,0.7390715993984975,588516.8146220621,7.126087273299125,0,14,474800.0
2.0,1.0,940,1.0,0,0,4,940,0,398684.1882493567,-0.3615534458620585,-0.5709876876110308,0.737056420080498,452660.859232568,9.051696278536586,0,55,249950.0
3.0,2.75,2280,1.0,0,0,5,1280,1000,570921.3700843812,-0.36018942507072294,-0.5689943738436831,0.7392624571838184,588516.8146220621,8.361941906144946,0,97,875000.0
2.0,1.0,1200,1.0,0,0,3,1070,130,570921.3700843812,-0.36124865373776216,-0.5697195522210824,0.73818631929186,444596.63870552,8.294299608857235,1,74,450000.0
4.0,2.25,2180,2.0,0,0,3,2180,0,693846.6908052936,-0.35759552143318973,-0.57097956547989,0.7389910546517604,639616.9495846,8.895355616996392,0,30,610750.0
