price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,longitude,latitude,has_basement,was_renovated,age
195.74468085106383,3.0,2.25,2350,10450,1.0,0,0,3,1390,-122.258952675145,47.743289050948,1,1,37
106.51195219123505,4.0,2.25,2510,8165,1.0,0,0,4,1610,-122.370628274403,47.308835386462,1,0,42
315.4761904761905,2.0,2.0,1680,4950,1.0,0,0,3,1680,-122.0220172534,47.719130589224,0,0,8
253.954802259887,3.0,2.0,1770,6610,1.0,0,0,4,960,-122.342666167983,47.769591178148,1,1,60
265.13761467889907,3.0,1.0,1090,7315,1.0,0,0,5,1090,-122.165091146209,47.493889140837,0,0,33
124.2919026991003,5.0,2.5,3001,5710,2.0,0,0,3,3001,-122.176804900269,47.373138460731,0,0,8
214.28571428571428,5.0,3.0,2450,4591,2.0,0,0,3,2450,-122.3876390053,47.681793534098,0,0,20
215.23545706371192,3.0,3.25,3610,59677,2.0,0,0,3,2440,-122.087983146087,47.547297695589,1,0,11
244.44444444444446,4.0,2.0,2250,7500,1.0,0,0,5,1200,-122.157419828647,47.588675533726,1,0,58
421.7741935483871,3.0,1.5,1240,7735,1.0,0,0,4,1240,-122.121988531573,47.601300086674,0,1,57
277.87610619469024,4.0,2.0,2260,6000,1.0,0,0,3,1430,-122.298119044698,47.686966879791,1,1,56
277.99043062200957,4.0,1.75,2090,8164,1.0,0,0,4,1070,-122.154970803177,47.671357606881,1,0,51
121.2871287128713,5.0,1.75,2020,7902,1.0,0,0,3,1220,-122.327563490023,47.509955731901,1,1,52
211.73469387755102,3.0,1.75,1960,5000,1.0,0,0,5,980,-122.3170706704,47.557745233509,1,1,103
607.3717948717949,5.0,2.25,3120,16672,2.0,0,0,4,3120,-122.219229573732,47.645982807811,0,0,45
180.0,3.0,1.5,1250,7500,1.0,0,0,3,1250,-122.214130130122,47.371636851901,0,1,47
192.61744966442953,3.0,2.25,1490,9600,1.0,0,0,4,1170,-121.977140389698,47.7374809733,1,0,27
276.53979238754323,6.0,3.0,2890,2370,2.5,0,0,3,2290,-122.322990891104,47.622265104944,1,1,108
126.28947368421052,3.0,1.0,1900,33888,1.5,0,0,4,1900,-122.27102908186,47.273591918092,0,1,72
351.7857142857143,3.0,1.75,1680,2400,1.0,0,0,5,870,-122.29999956269,47.615447682196,1,1,92
344.82758620689657,3.0,2.5,2030,8398,2.0,0,0,4,2030,-122.093893568458,47.627098888282,0,0,39
127.00534759358288,4.0,2.5,3740,8700,1.0,0,0,3,2260,-122.117159376724,47.458546483562,1,1,10
363.9240506329114,3.0,1.75,1580,11750,1.0,0,0,4,1180,-122.264908001919,47.536911084008,1,1,63
433.14606741573033,3.0,2.25,1780,6120,1.5,0,0,4,1390,-122.285216399279,47.602786366301,1,0,87
170.32967032967034,2.0,1.0,910,6232,1.0,0,0,3,910,-122.272467831739,47.532678676456,0,1,71
159.88372093023256,7.0,4.0,3440,8100,2.0,0,0,3,3440,-122.349683963105,47.697881624795,0,1,44
370.6896551724138,3.0,2.5,1740,13750,2.0,0,0,4,1740,-122.092708469053,47.625111201712,0,0,39
136.47058823529412,5.0,2.5,3400,8970,1.0,0,0,4,1700,-122.335385238747,47.73583689417,1,0,55
238.63636363636363,4.0,3.25,4400,16625,2.0,0,0,3,4400,-121.96901315828,47.58769530184,0,0,11
174.12935323383084,3.0,2.5,2010,14298,2.0,0,0,3,2010,-122.471403704618,47.506874268405,0,1,37
218.0811808118081,4.0,2.25,2710,38180,2.0,0,0,4,2710,-122.096469201077,47.769732274371,0,0,37
482.07547169811323,4.0,2.5,5300,26211,2.0,1,2,2,4570,-122.269034755737,47.660482688823,1,0,91
547.3282442748092,3.0,1.5,1310,3880,1.0,0,0,3,1090,-122.391992956567,47.681563959381,1,1,58
115.38461538461539,4.0,1.5,1950,12559,1.5,0,0,3,1950,-122.281723720999,47.436388112012,0,1,75
216.34615384615384,3.0,1.0,1040,6535,1.0,0,0,3,1040,-122.30601884197,47.491199409713,0,1,67
316.51376146788994,3.0,1.75,1090,7200,1.0,0,0,3,1090,-122.179904766322,47.722644064877,0,1,46
353.84615384615387,2.0,0.75,650,5360,1.0,0,0,4,650,-122.335473870642,47.72725227189,0,0,83
260.13513513513516,3.0,2.0,1480,6600,1.0,0,2,3,740,-122.385032953803,47.508210717031,1,1,71
113.92405063291139,2.0,1.0,790,2640,1.0,0,0,3,790,-122.178196825805,47.734652842538,0,1,41
241.57303370786516,4.0,2.5,3560,11119,1.0,0,2,3,2290,-122.189499081866,47.645407187636,1,0,28
225.0,4.0,2.5,3000,5548,2.0,0,0,3,3000,-122.188073598508,47.539980075442,0,0,8
279.36962750716333,4.0,2.5,3490,7494,2.0,0,3,3,3490,-122.127516273113,47.558829913479,0,0,14
333.3333333333333,3.0,1.75,2340,10495,1.0,0,0,4,2340,-122.22598533324,47.538805770913,0,0,47
224.24242424242425,3.0,1.75,1650,8254,1.0,0,0,5,1060,-122.304428641701,47.759828851071,1,0,63
342.78350515463916,3.0,2.0,1940,5820,1.5,0,0,5,1150,-122.361128136514,47.663709679286,1,0,70
197.94721407624633,5.0,3.0,3410,9600,1.0,0,0,4,1870,-122.103606356833,47.635612422157,1,0,46
362.5730994152047,3.0,1.0,1710,4050,1.5,0,0,3,1710,-122.330975040557,47.673271923657,0,1,105
403.2846715328467,4.0,1.5,2740,4000,2.0,0,0,5,1930,-122.352071562546,47.634154747431,1,0,109
360.0,3.0,2.75,1250,892,2.0,0,0,3,1040,-122.386567666739,47.582938562033,1,0,4
183.6734693877551,3.0,2.25,2450,42180,1.0,0,0,4,2450,-122.111741918685,47.354579620244,0,1,36
313.6094674556213,3.0,1.75,1690,8190,1.0,0,0,4,1690,-122.171978584797,47.585980096934,0,1,56
325.64102564102564,4.0,1.75,1950,13320,1.0,0,0,4,1370,-122.139807614456,47.619411657333,1,0,45
253.27510917030568,5.0,2.0,2290,7125,1.0,0,0,3,1190,-122.118953233216,47.634234714726,1,1,50
459.9406528189911,5.0,3.25,3370,17458,1.0,0,2,5,2000,-122.229791450735,47.558511200626,1,0,32
261.4678899082569,3.0,1.0,1090,8640,1.0,0,0,4,1090,-122.355162341294,47.459327775391,0,0,41
315.12605042016804,3.0,1.0,1190,9486,1.0,0,0,4,1190,-122.338614981737,47.432079097615,0,1,61
396.60056657223794,5.0,4.25,3530,7924,2.0,0,0,3,3530,-122.243028411934,47.590556112961,0,0,13
388.8888888888889,3.0,1.0,1440,5000,2.0,0,0,3,1440,-122.354286778038,47.673967472323,0,1,104
185.77981651376146,4.0,1.75,2180,13529,1.0,0,0,3,1090,-122.294163086786,47.751146225034,1,1,58
292.9078014184397,4.0,1.0,1410,6000,1.0,0,0,3,810,-122.372497214154,47.567008931529,1,1,89
147.48717948717947,3.0,2.5,1950,8251,2.0,0,0,3,1950,-122.281128942412,47.342913687501,0,1,24
345.679012345679,5.0,3.25,4860,23723,2.0,0,2,4,3820,-122.215103333275,47.577588000965,1,0,25
135.5421686746988,3.0,1.0,1660,7210,1.0,0,0,3,1100,-122.281286236603,47.339665718967,1,1,51
229.49640287769785,3.0,1.0,1390,12823,1.0,0,0,4,1390,-122.075152253389,47.742979288766,0,0,46
238.88888888888889,3.0,2.0,1350,14200,1.0,0,0,3,1350,-121.972129730346,47.731803901436,0,0,25
372.54901960784315,3.0,2.0,1530,5401,1.0,0,0,4,1530,-122.304191396258,47.685978365997,0,0,77
366.1417322834646,3.0,1.5,1270,5112,1.0,0,0,3,1270,-122.288137190414,47.67584167063,0,1,64
203.2710280373832,4.0,2.25,2140,6355,2.0,0,0,3,2140,-121.878974140236,47.536929995718,0,0,12
246.07843137254903,4.0,2.5,2040,5616,2.0,0,0,3,2040,-122.238186450229,47.773757024724,0,1,2
182.5452016689847,3.0,3.5,2876,5086,2.0,0,0,3,2360,-122.173442939509,47.751522561167,1,0,7
332.27848101265823,3.0,2.5,1580,1161,2.0,0,0,3,1010,-122.298652851344,47.620376944875,1,0,6
194.11764705882354,4.0,3.5,3400,5196,2.0,0,0,3,3400,-121.884199498951,47.516716090668,0,1,2
247.1590909090909,4.0,2.5,3520,6773,2.5,0,0,3,2650,-122.390541245662,47.531570443731,1,0,8
294.11764705882354,4.0,2.5,2210,4861,2.0,0,0,3,2210,-122.363611521764,47.695996785896,0,1,1
181.00358422939067,4.0,2.5,2790,5602,2.0,0,0,3,2790,-122.150694708035,47.495774779886,0,0,5
227.58620689655172,3.0,2.5,1450,5008,1.0,0,0,3,840,-122.357078892584,47.544295878614,1,0,7
237.65432098765433,4.0,1.75,1620,4980,1.0,0,0,4,860,-122.340691470499,47.701678977247,1,1,67
250.81967213114754,3.0,1.5,1220,1086,3.0,0,0,3,1220,-122.353873889544,47.705020488868,0,0,7
273.0,3.0,1.75,2000,5000,1.0,0,0,4,1110,-122.399280102242,47.685156452051,1,0,93
422.3744292237443,4.0,2.5,2190,7350,2.5,0,0,5,2190,-122.23571192835,47.579556625595,0,0,56
285.2631578947368,4.0,1.75,1900,8250,1.0,0,0,4,950,-122.147320034049,47.576613934152,1,1,59
470.5882352941176,3.0,1.0,1700,4400,1.5,0,0,4,1700,-122.291536581015,47.611730750867,0,1,108
244.09448818897638,5.0,2.5,2540,3832,2.0,0,0,5,1760,-122.39821955334,47.683633258925,1,0,85
149.57264957264957,2.0,1.0,1170,8925,1.0,0,2,3,1170,-122.321626354487,47.401922297736,0,1,103
128.16072047107724,5.0,5.0,5774,31675,1.0,0,2,3,4490,-122.322784520603,47.346356297054,1,0,30
162.73584905660377,3.0,2.25,2120,15003,2.0,0,0,3,2120,-122.119485404124,47.474206100821,0,0,30
235.02304147465438,3.0,1.75,2170,26460,1.0,0,0,3,1450,-122.043674157602,47.614897574085,1,0,28
216.3265306122449,4.0,2.75,2450,15002,1.0,0,0,5,2450,-122.342144505169,47.426595153306,0,0,40
221.42857142857142,2.0,1.0,700,5200,1.0,0,0,5,700,-122.175122491729,47.492828104959,0,1,62
149.43820224719101,3.0,2.5,1780,7214,1.0,0,0,4,1400,-122.182086988413,47.366784581934,1,0,28
139.02702702702703,3.0,2.0,1850,8250,1.0,0,0,4,1150,-122.209080706504,47.306728474134,1,0,62
168.78980891719746,3.0,2.0,1570,5706,1.0,0,0,3,1570,-122.188367631523,47.315758510563,0,1,16
288.5426356589147,3.0,1.0,1290,5500,1.0,0,0,3,980,-122.390250156645,47.526453814048,1,1,63
198.52941176470588,5.0,2.0,1700,7314,1.0,0,0,3,1000,-122.305037688968,47.547926090588,1,1,58
502.58843830888696,2.0,1.5,1159,4800,1.0,0,0,3,1159,-122.399430676592,47.658332351456,0,1,66
264.43243243243245,3.0,2.75,1850,9600,1.5,0,0,5,1850,-122.226189298813,47.725639723287,0,0,49
482.26190476190476,2.0,1.0,840,3522,1.0,0,0,3,840,-122.39955224717608,47.64822324898271,0,1,67
220.69644970414203,3.0,2.5,1690,1618,2.0,0,0,3,1150,-122.0061070989515,47.558592810481265,1,0,0
295.23809523809524,3.0,1.0,1050,9876,1.0,0,0,3,1050,-122.261534054164,47.762878341748,0,0,61
384.2857142857143,3.0,1.75,1400,3825,1.5,0,0,4,1100,-122.393060158934,47.678907337807,1,0,110
549.0196078431372,3.0,2.5,2550,7200,2.0,0,2,3,2550,-122.288344889507,47.599584764649,0,1,33
172.2826086956522,3.0,2.5,1840,5011,2.0,0,0,3,1840,-122.02979429752082,47.36797034332757,0,1,2
297.6694915254237,3.0,1.5,2360,6750,2.0,0,0,5,1930,-122.332467825845,47.692400013955,1,0,88
252.23214285714286,4.0,2.5,2240,14667,2.0,0,0,4,2240,-122.160983349519,47.528304141404,0,0,25
267.77777777777777,4.0,2.5,2700,4004,2.0,0,0,3,2700,-121.994660566772,47.552004816047,0,1,10
253.11881188118812,3.0,2.5,3030,30007,1.5,0,0,4,3030,-122.03576730887,47.742705262682,0,0,22
372.6775956284153,3.0,1.75,1830,5120,1.5,0,2,5,1830,-122.311474523607,47.60459084981,0,0,111
146.3963963963964,3.0,2.5,2220,6049,2.0,0,0,4,2220,-122.182520396978,47.397276082463,0,0,24
259.8086124401914,3.0,2.5,2090,7640,1.0,0,0,3,1360,-122.338311179299,47.736385359971,1,1,52
328.125,3.0,1.75,1600,6120,1.5,0,0,3,1600,-122.290584529876,47.683582644175,0,1,90
181.09452736318408,4.0,1.75,2010,8625,1.0,0,0,4,1340,-122.34298863063535,47.733844739722585,1,1,57
475.2710843373494,2.0,1.0,830,4000,1.0,0,0,3,830,-122.379041238417,47.692584779606,0,1,59
157.2139303482587,4.0,2.5,2010,7226,2.0,0,0,3,2010,-122.210401725781,47.258843677572,0,0,19
323.76190476190476,3.0,1.0,1050,5402,1.5,0,0,4,1050,-122.310680825192,47.587081459521,0,1,108
226.04651162790697,4.0,2.5,2150,39449,1.0,0,0,3,1420,-121.892314598468,47.55333732539,1,0,36
186.04651162790697,3.0,1.0,860,11900,1.0,0,0,4,860,-122.186029533686,47.357495816888,0,0,51
300.0,3.0,2.5,3100,20553,1.0,0,0,3,3100,-122.377541177535,47.763327248198,0,1,60
126.36363636363636,3.0,1.0,1100,17334,1.0,0,0,3,1100,-122.270901565174,47.300158974639,0,0,36
307.10382513661204,3.0,1.5,1830,8000,1.0,0,0,4,1830,-122.122194166959,47.602045846665,0,1,57
239.2,2.0,1.75,1250,34395,1.0,0,0,4,1250,-122.316198561936,47.279975907874,0,1,64
280.7692307692308,3.0,2.5,1820,4883,2.0,0,0,3,1820,-122.223967166663,47.736136485263,0,0,9
238.755980861244,3.0,2.0,2090,42689,1.5,0,0,3,2090,-121.943336987032,47.349257566718,0,1,55
169.52380952380952,3.0,3.5,2100,12384,2.0,0,0,3,2100,-122.262630442375,47.469141921344,0,0,34
203.46320346320346,4.0,2.5,2310,14023,2.0,0,0,3,2310,-121.96395190175,47.735109988149,0,0,23
347.0873786407767,4.0,2.25,2060,5649,1.0,0,0,5,1360,-122.40691013486,47.649576477241,1,0,73
250.5592841163311,4.0,2.25,4470,60373,2.0,0,0,3,4470,-122.126339390351,47.728661687046,0,1,26
275.90361445783134,3.0,1.0,1660,7500,1.0,0,0,4,1060,-122.306172724654,47.71035584428,1,1,74
253.54330708661416,5.0,4.5,3810,8019,2.0,0,0,3,3810,-122.057611110619,47.591371903109,0,0,6
144.78436018957345,3.0,1.75,2110,10200,2.0,0,0,4,2110,-122.154078897267,47.475317606466,0,0,48
229.1139240506329,2.0,2.0,2370,217800,1.5,0,0,3,1600,-122.04319443065361,47.51680272959065,1,0,22
172.58883248730965,3.0,2.25,1970,3716,2.0,0,0,3,1970,-122.167140608942,47.490631452724,0,0,17
256.3157894736842,4.0,2.5,2470,33305,2.0,0,0,3,2470,-121.991115747888,47.630635294839,0,0,21
209.45945945945945,3.0,1.0,1480,7830,1.0,0,0,3,1480,-122.336362429575,47.770488984753,0,1,62
155.0509525919362,5.0,3.0,2257,10117,1.0,0,0,3,1363,-122.284047918394,47.452797090562,1,0,9
382.57142857142856,2.0,1.0,700,6000,1.0,0,0,4,700,-122.316344821131,47.751077005216,0,1,65
143.55828220858896,4.0,2.0,1630,9010,1.0,0,0,4,1050,-122.196332199995,47.316876679686,1,0,39
215.74344023323616,4.0,2.5,3430,10157,2.0,0,0,3,3430,-122.158228836763,47.722563741646,0,0,14
273.64864864864865,5.0,1.75,2220,6000,1.5,0,0,3,1420,-122.383435872396,47.647044783716,1,1,91
166.4179104477612,3.0,1.75,1340,7473,1.0,0,0,4,1340,-122.206512703276,47.308882758902,0,0,41
408.16326530612247,2.0,1.0,980,2130,1.0,0,0,4,860,-122.365870989336,47.677534371712,1,1,96
310.85271317829455,3.0,2.5,2580,13096,2.0,0,0,3,2580,-122.144401688395,47.661737132141,0,0,28
113.45291479820628,4.0,2.5,2230,4541,2.0,0,0,3,2230,-122.099969678519,47.385057159564,0,0,8
462.0087336244541,4.0,2.0,2290,11137,1.0,0,0,4,2290,-122.202220181804,47.588902057871,0,1,59
238.0952380952381,3.0,1.0,1260,8280,1.0,0,0,3,1260,-122.300559611036,47.700195315363,0,0,68
372.0238095238095,4.0,2.75,1680,11180,1.0,0,0,4,1680,-122.128185351536,47.655591654139,0,0,48
220.9375,4.0,3.25,3200,7081,2.0,0,0,3,3200,-121.990279594621,47.588251414682,0,1,10
286.144578313253,4.0,2.5,3320,7644,2.0,0,0,3,3320,-122.106079002435,47.554104332263,0,0,19
138.1578947368421,4.0,2.5,3040,24123,2.0,0,0,3,3040,-122.216156945746,47.266681147104,0,0,15
219.38325991189427,4.0,2.75,2270,7375,1.0,0,0,4,1290,-122.167625170239,47.722890775142,1,0,41
154.63917525773195,3.0,2.5,2910,17172,2.0,0,0,3,2910,-122.330831362968,47.278725696337,0,0,25
380.47808764940237,5.0,2.25,2510,9887,2.0,0,0,3,2510,-122.222744460835,47.53432454662,0,1,42
173.38709677419354,2.0,1.0,1240,7200,1.0,0,0,3,1240,-122.282359893474,47.497056679425,0,1,47
169.3798449612403,3.0,2.75,2580,5200,2.0,0,0,3,2580,-122.151090971908,47.495881062128,0,0,6
312.95546558704456,3.0,2.75,2470,3600,2.0,0,0,3,2470,-121.993776883524,47.541370837327,0,0,7
248.9816700610998,4.0,3.5,4910,9444,1.5,0,0,3,3110,-122.06581888821,47.649639640127,1,0,7
152.00177514792898,3.0,2.5,1690,5025,2.0,0,0,3,1690,-122.346445471072,47.277843236694,0,0,11
264.50892857142856,4.0,2.5,2240,12032,1.0,0,0,3,2240,-122.017829761939,47.614298176733,0,1,31
152.93939393939394,3.0,2.0,1650,7352,1.0,0,0,3,1160,-122.168327312491,47.461293564904,1,1,35
136.53136531365314,4.0,2.5,2710,5880,2.0,0,0,3,2710,-122.172274974452,47.331558084885,0,1,16
