date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,lat,long
2014-05-12 00:00:00,1200000.0,3.0,1.75,1560,8078,1.5,1,4,4,1560,0,1928,0,3603 W Mercer Way,Mercer Island,WA 98040,USA,47.577560540968,-122.245140662265
2014-05-12 00:00:00,560000.0,3.0,2.0,2560,216777,1.0,0,0,3,2560,0,1986,0,19211 SE 342nd St,Auburn,WA 98092,USA,47.295558997243,-122.086202064208
2014-05-12 00:00:00,900000.0,4.0,3.25,4700,38412,2.0,0,0,3,3420,1280,1978,0,3709 131st Ave NE,Bellevue,WA 98005,USA,47.644606303245,-122.165957588719
2014-05-12 00:00:00,255000.0,2.0,1.0,1220,2500,1.0,0,0,3,770,450,1910,2006,3017 SW Hinds St,Seattle,WA 98126,USA,47.57280287119,-122.371539913573
2014-05-12 00:00:00,1575000.0,5.0,2.75,3650,20150,1.0,0,0,4,2360,1290,1975,0,1216 86th Ave NE,Bellevue,WA 98004,USA,47.621185212684,-122.224591109906
2014-05-12 00:00:00,876650.0,3.0,3.25,2170,12508,1.5,0,0,5,1650,520,1928,1970,4436-4446 W Mercer Way,Mercer Island,WA 98040,USA,47.566616309921,-122.228899916724
2014-05-12 00:00:00,540000.0,4.0,2.25,2540,228254,1.0,0,0,3,1450,1090,1990,2009,31907 NE 139th St,Duvall,WA 98019,USA,47.720934673664,-121.914053366084
2014-05-12 00:00:00,350000.0,2.0,1.0,910,4500,1.5,0,0,4,910,0,1906,1990,4430 Letitia Ave S,Seattle,WA 98118,USA,47.563722779141,-122.289120546865
2014-05-12 00:00:00,750000.0,4.0,2.5,2980,4930,2.0,0,0,3,2890,90,2000,0,16512 SE 64th Pl,Bellevue,WA 98006,USA,47.544319255752,-122.119987706146
2014-05-12 00:00:00,582000.0,4.0,1.75,2120,4650,1.0,0,1,3,1190,930,1951,1994,9214 Cyrus Ave NW,Seattle,WA 98117,USA,47.696084593534,-122.399646107667
2014-05-12 00:00:00,1315000.0,4.0,3.5,3460,3997,2.0,0,0,3,2560,900,2004,2003,2346 N 59th St,Seattle,WA 98103,USA,47.671634943306,-122.32964499215
2014-05-12 00:00:00,372500.0,5.0,3.0,2480,10090,1.0,0,0,3,1300,1180,2004,2003,5537 S 119th St,Seattle,WA 98178,USA,47.496443547306,-122.262604968098
2014-05-12 00:00:00,410000.0,3.0,2.25,2200,16921,2.0,0,0,3,2200,0,1987,2000,21709 SE 255th Pl,Maple Valley,WA 98038,USA,47.372823069248,-122.048870087165
2014-05-12 00:00:00,360000.0,4.0,2.0,1730,5500,1.0,0,0,5,1010,720,1943,0,7953 14th Ave SW,Seattle,WA 98106,USA,47.531156219124,-122.352859691512
2014-05-12 00:00:00,1015000.0,3.0,2.5,2920,34527,1.0,0,4,4,1800,1120,1954,1983,5220 SW Pritchard St,Seattle,WA 98116,USA,47.579859701126,-122.399224962357
2014-05-12 00:00:00,225000.0,3.0,1.0,990,8012,1.0,0,0,4,990,0,1966,0,16411 120th Ave SE,Renton,WA 98058,USA,47.455629536248,-122.180532681961
2014-05-12 00:00:00,647000.0,4.0,2.5,3040,6887,2.0,0,0,3,3040,0,1999,0,215 243rd Ave SE,Sammamish,WA 98074,USA,47.606992130656,-122.015153008372
2014-05-12 00:00:00,950000.0,5.0,3.0,4530,258746,1.5,0,0,4,3200,1330,2003,0,20325 NE 198th St,Woodinville,WA 98077,USA,47.771057969219,-122.066973211232
2014-05-12 00:00:00,185000.0,3.0,1.5,1370,8470,1.0,0,0,4,1370,0,1961,2001,2420 Dogwood St SE,Auburn,WA 98092,USA,47.287441223896,-122.192675088516
2014-05-12 00:00:00,335000.0,3.0,2.5,1940,4927,2.0,0,0,3,1940,0,2004,2003,17217 Woodside Dr SE,Renton,WA 98058,USA,47.448180200794,-122.119790527291
2014-05-12 00:00:00,210000.0,3.0,2.5,1040,2643,2.0,0,0,3,720,320,2004,2003,5145 S Roxbury St,Seattle,WA 98118,USA,47.516783009762,-122.268635687405
2014-05-12 00:00:00,522000.0,4.0,2.25,1800,8623,1.0,0,0,4,1360,440,1980,0,11725 NE 102nd Pl,Kirkland,WA 98033,USA,47.692176860808,-122.184217626816
2014-05-12 00:00:00,770000.0,3.0,1.75,1720,5000,1.0,0,0,3,1720,0,1954,2014,1614 33rd Ave,Seattle,WA 98122,USA,47.615429210205,-122.290202625909
2014-05-12 00:00:00,499950.0,3.0,1.0,980,6380,1.0,0,0,3,760,220,1941,1994,1733 NE 88th St,Seattle,WA 98115,USA,47.69207770061,-122.309164071292
2014-05-12 00:00:00,751000.0,4.0,2.5,3110,6142,2.0,0,0,3,3110,0,2004,2003,11461-11577 172nd Ave NE,Redmond,WA 98052,USA,47.703229885958,-122.11107248017
2014-05-12 00:00:00,330000.0,5.0,3.0,2100,7715,1.0,0,0,3,1250,850,2013,1923,1047-1099 S 130th St,Burien,WA 98168,USA,47.486701767179,-122.31939405777
2014-05-12 00:00:00,465000.0,3.0,1.5,2020,11358,1.0,0,0,4,1190,830,1956,0,11618 NE 65th St,Kirkland,WA 98033,USA,47.664049328668,-122.185398662292
2014-05-12 00:00:00,850000.0,4.0,1.75,2350,11914,1.0,0,0,4,2350,0,1961,2001,8223 SE 71st St,Mercer Island,WA 98040,USA,47.53916464396,-122.229145091054
2014-05-12 00:00:00,947500.0,4.0,2.25,3290,12329,1.5,0,0,4,3290,0,1968,0,9202 SE 46th St,Mercer Island,WA 98040,USA,47.563737668646,-122.216129223799
2014-05-12 00:00:00,302000.0,5.0,2.25,2180,7813,2.0,0,0,3,2180,0,1986,0,26405 218th Ave SE,Maple Valley,WA 98038,USA,47.365116079974,-122.051019268063
2014-05-12 00:00:00,500000.0,2.0,2.25,1290,1334,3.0,0,0,3,1290,0,2007,0,5900 20th Ave NW,Seattle,WA 98107,USA,47.671692681167,-122.382039495755
2014-05-12 00:00:00,201000.0,3.0,1.0,1460,9750,1.0,0,0,4,1460,0,1969,0,30928 148th Ave SE,Kent,WA 98042,USA,47.324644559773,-122.144129679624
2014-05-12 00:00:00,265000.0,2.0,1.0,1290,2828,2.0,0,0,3,1290,0,2008,0,23549 NE 111th St,Redmond,WA 98053,USA,47.696922049236,-122.02511756158
2014-05-12 00:00:00,870300.0,4.0,2.5,2350,3150,1.5,0,0,4,1690,660,1910,0,4410 Burke Ave N,Seattle,WA 98103,USA,47.66045939633,-122.334912352869
2014-05-12 00:00:00,339000.0,3.0,1.0,1080,8100,1.0,0,0,4,1080,0,1955,2009,20248 20th Ave NE,Shoreline,WA 98155,USA,47.776368446615,-122.307457763164
2014-05-12 00:00:00,690000.0,4.0,2.5,2670,13463,2.0,0,0,4,2670,0,1989,0,24127 SE 45th Pl,Issaquah,WA 98029,USA,47.562961570554,-122.01894576413
2014-05-12 00:00:00,788000.0,4.0,3.25,3680,5759,2.0,0,0,3,2840,840,2003,0,570 Wilderness Peak Dr NW,Issaquah,WA 98027,USA,47.536797010248,-122.067416740328
2014-05-12 00:00:00,315275.0,3.0,1.75,1440,8040,1.0,0,0,3,960,480,1951,1994,11521 22nd Ave NE,Seattle,WA 98125,USA,47.712327771683,-122.305841403242
2014-05-12 00:00:00,505000.0,4.0,1.75,1940,4800,1.0,0,0,5,1030,910,1922,1956,414 14th Ave,Seattle,WA 98122,USA,47.605462765178,-122.314085925584
2014-05-12 00:00:00,368000.0,3.0,1.0,1280,9898,1.0,0,0,3,1280,0,1968,1997,13222 NE 193rd Pl,Woodinville,WA 98072,USA,47.767490071644,-122.163568261917
2014-05-12 00:00:00,156000.0,3.0,1.0,970,8580,1.0,0,0,3,970,0,1959,1989,29621 18th Ave S,Federal Way,WA 98003,USA,47.336630331456,-122.310808723083
2014-05-12 00:00:00,610000.0,4.0,3.0,2110,5000,1.5,0,2,4,1640,470,1930,0,9319 45th Ave SW,Seattle,WA 98136,USA,47.519546699353,-122.390892000717
2014-05-12 00:00:00,420000.0,2.0,2.5,1480,1369,3.0,0,0,3,1480,0,2009,0,8107 165th Ave NE,Redmond,WA 98052,USA,47.675518154387,-122.120486433134
2014-05-12 00:00:00,192000.0,2.0,1.0,700,10540,1.0,0,0,3,700,0,1953,0,124 SW 185th St,Normandy Park,WA 98166,USA,47.437728688393,-122.335687099766
2014-05-12 00:00:00,910000.0,3.0,2.0,2700,6120,1.0,0,0,4,1350,1350,1962,0,124 NE 61st St,Seattle,WA 98115,USA,47.672912755893,-122.327810427125
2014-05-12 00:00:00,1300000.0,4.0,3.25,2330,9687,2.0,0,3,3,2330,0,1918,0,731 McGilvra Blvd E,Seattle,WA 98112,USA,47.626045472876,-122.283684801948
2014-05-12 00:00:00,1346400.0,5.0,1.75,3380,20021,1.0,0,0,4,1690,1690,1963,0,9640 NE 32nd St,Clyde Hill,WA 98004,USA,47.639303653127,-122.211779095877
2014-05-12 00:00:00,840000.0,4.0,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,USA,47.640601495241,-122.356993232052
2014-05-12 00:00:00,300000.0,2.0,1.75,1360,8100,1.0,0,0,3,860,500,1975,0,13730 2nd Ave NW,Seattle,WA 98177,USA,47.72896453171,-122.359511823253
2014-05-12 00:00:00,505000.0,4.0,2.5,2780,6369,1.0,0,0,3,1590,1190,1978,0,9311 NE 142nd St,Kirkland,WA 98034,USA,47.728378069937,-122.216474189891
2014-05-12 00:00:00,110000.0,3.0,1.0,1250,53143,1.0,0,0,5,1250,0,1945,0,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA,47.424078246789,-122.051243009793
2014-05-12 00:00:00,746000.0,3.0,2.5,2620,8950,2.0,0,0,3,2620,0,1992,0,16580 SE 57th Pl,Bellevue,WA 98006,USA,47.551881675018,-122.119457640438
2014-05-12 00:00:00,211000.0,3.0,1.5,1350,7620,1.0,0,0,5,1350,0,1941,0,16251 12th Ave SW,Burien,WA 98166,USA,47.457457273624,-122.349979171207
2014-05-12 00:00:00,675000.0,4.0,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA,47.664438679592,-122.364267421425
2014-05-12 00:00:00,734200.0,4.0,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970,950 NW 60th St,Seattle,WA 98107,USA,47.6724126799,-122.370849680894
2014-05-12 00:00:00,1225000.0,4.0,2.25,3070,16028,1.0,0,3,3,1870,1200,1976,0,8434 W Mercer Way,Mercer Island,WA 98040,USA,47.52652532862,-122.228098051143
2014-05-12 00:00:00,615000.0,2.0,1.75,2040,28593,1.5,1,3,4,2040,0,1919,1990,23014 Vashon Hwy SW,Vashon,WA 98070,USA,47.397826712291,-122.465847992078
2014-05-12 00:00:00,630000.0,4.0,2.0,1770,6000,2.0,0,0,5,1770,0,1911,1981,3219 34th Ave W,Seattle,WA 98199,USA,47.648843635246,-122.401005609316
2014-05-12 00:00:00,1264000.0,4.0,3.75,3490,9170,2.0,0,0,3,3490,0,2012,1912,10442 SE 13th St,Bellevue,WA 98004,USA,47.599028363947,-122.201390431535
2014-05-12 00:00:00,301500.0,2.0,1.5,830,1333,2.0,0,0,3,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA,47.551594494633,-122.381583046059
2014-05-12 00:00:00,369000.0,2.0,2.5,980,895,2.0,0,0,3,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,USA,47.587890735029,-122.38619850244
2014-05-12 00:00:00,635000.0,3.0,2.5,1570,1433,3.0,0,0,3,1570,0,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA,47.6856021618,-122.336135266965
2014-05-12 00:00:00,1033888.0,4.0,3.25,3270,5187,2.0,0,0,3,3110,160,2014,0,10774 155th Pl NE,Redmond,WA 98052,USA,47.696125095455,-122.132832977954
2014-05-12 00:00:00,383000.0,4.0,2.5,2160,6223,2.0,0,0,3,2160,0,2010,0,22442-22446 Southeast 281st Court,Maple Valley,WA 98038,USA,47.349279423422,-122.042226269923
2014-05-12 00:00:00,1050000.0,4.0,3.75,3280,11000,2.0,0,0,3,2320,960,2008,0,1313 4th St,Kirkland,WA 98033,USA,47.685545119607,-122.200680661569
2014-05-13 00:00:00,455000.0,4.0,2.5,3360,7685,2.0,0,0,3,3360,0,2001,0,18416 172nd Ct SE,Renton,WA 98058,USA,47.437238373774,-122.11102195105
2014-05-13 00:00:00,819900.0,5.0,2.75,3150,7119,2.0,0,0,3,3150,0,2013,1923,8082-8160 142nd Ave NE,Redmond,WA 98052,USA,47.676842453639,-122.150717140647
2014-05-13 00:00:00,625000.0,3.0,3.5,1810,1846,2.0,0,0,4,1440,370,2009,0,512-598 21st Ave,Seattle,WA 98122,USA,47.607110912492,-122.304945886373
2014-05-13 00:00:00,651000.0,4.0,2.5,2740,7140,2.0,0,0,3,2740,0,1993,0,2476 239th Pl NE,Sammamish,WA 98074,USA,47.633212247152,-122.021294046325
2014-05-13 00:00:00,480000.0,5.0,4.75,3830,35000,1.0,0,0,3,2130,1700,1976,0,18125 194th Ave NE,Woodinville,WA 98077,USA,47.759170949472,-122.078054056685
2014-05-13 00:00:00,757000.0,3.0,3.25,3190,5283,2.0,0,0,3,3190,0,2007,0,2065 NE Nelson Ln,Issaquah,WA 98029,USA,47.553579854612,-122.001931223029
2014-05-13 00:00:00,460000.0,3.0,2.25,2350,10450,1.0,0,0,3,1390,960,1977,2004,15801 63rd Ave NE,Kenmore,WA 98028,USA,47.743289050948,-122.258952675145
2014-05-13 00:00:00,267345.0,4.0,2.25,2510,8165,1.0,0,0,4,1610,900,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA,47.308835386462,-122.370628274403
2014-05-13 00:00:00,530000.0,2.0,2.0,1680,4950,1.0,0,0,3,1680,0,2006,0,23726 NE 134th Pl,Redmond,WA 98053,USA,47.719130589223,-122.0220172534
2014-05-13 00:00:00,449500.0,3.0,2.0,1770,6610,1.0,0,0,4,960,810,1954,1979,19293 Stone Ave N,Shoreline,WA 98133,USA,47.769591178148,-122.342666167983
2014-05-13 00:00:00,289000.0,3.0,1.0,1090,7315,1.0,0,0,5,1090,0,1981,0,4018 NE 6th Ct,Renton,WA 98056,USA,47.493889140837,-122.165091146209
2014-05-13 00:00:00,373000.0,5.0,2.5,3001,5710,2.0,0,0,3,3001,0,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA,47.373138460731,-122.176804900269
2014-05-13 00:00:00,525000.0,5.0,3.0,2450,4591,2.0,0,0,3,2450,0,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA,47.681793534098,-122.3876390053
2014-05-13 00:00:00,777000.0,3.0,3.25,3610,59677,2.0,0,0,3,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA,47.547297695589,-122.087983146087
2014-05-13 00:00:00,550000.0,4.0,2.0,2250,7500,1.0,0,0,5,1200,1050,1956,0,2448 137th Ave SE,Bellevue,WA 98005,USA,47.588675533726,-122.157419828647
2014-05-13 00:00:00,523000.0,3.0,1.5,1240,7735,1.0,0,0,4,1240,0,1957,2001,1020 163rd Ave SE,Bellevue,WA 98008,USA,47.601300086673,-122.121988531573
2014-05-13 00:00:00,628000.0,4.0,2.0,2260,6000,1.0,0,0,3,1430,830,1958,2004,8028 27th Ave NE,Seattle,WA 98115,USA,47.686966879791,-122.298119044699
2014-05-13 00:00:00,581000.0,4.0,1.75,2090,8164,1.0,0,0,4,1070,1020,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA,47.671357606881,-122.154970803177
2014-05-13 00:00:00,245000.0,5.0,1.75,2020,7902,1.0,0,0,3,1220,800,1962,2003,10412 Aqua Way S,Seattle,WA 98168,USA,47.509955731901,-122.327563490023
2014-05-13 00:00:00,415000.0,3.0,1.75,1960,5000,1.0,0,0,5,980,980,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA,47.557745233509,-122.3170706704
2014-05-13 00:00:00,1895000.0,5.0,2.25,3120,16672,2.0,0,0,4,3120,0,1969,0,9045 NE 40th Pl,Yarrow Point,WA 98004,USA,47.645982807811,-122.219229573732
2014-05-13 00:00:00,225000.0,3.0,1.5,1250,7500,1.0,0,0,3,1250,0,1967,2011,1405 E Maple St,Kent,WA 98030,USA,47.3716368519,-122.214130130122
2014-05-13 00:00:00,287000.0,3.0,2.25,1490,9600,1.0,0,0,4,1170,320,1987,0,27020 NE Ring St,Duvall,WA 98019,USA,47.7374809733,-121.977140389698
2014-05-13 00:00:00,799200.0,6.0,3.0,2890,2370,2.5,0,0,3,2290,600,1906,2014,420 Boylston Ave E,Seattle,WA 98102,USA,47.622265104944,-122.322990891104
2014-05-13 00:00:00,239950.0,3.0,1.0,1900,33888,1.5,0,0,4,1900,0,1942,1982,36400-36452 51st Ave S,Auburn,WA 98001,USA,47.273591918092,-122.27102908186
2014-05-13 00:00:00,591000.0,3.0,1.75,1680,2400,1.0,0,0,5,870,810,1922,1956,1600-1608 25th Ave,Seattle,WA 98122,USA,47.615447682196,-122.29999956269
2014-05-13 00:00:00,700000.0,3.0,2.5,2030,8398,2.0,0,0,4,2030,0,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA,47.627098888282,-122.093893568458
2014-05-13 00:00:00,475000.0,4.0,2.5,3740,8700,1.0,0,0,3,2260,1480,2004,2003,16700 SE 161st St,Renton,WA 98058,USA,47.458546483562,-122.117159376724
2014-05-13 00:00:00,575000.0,3.0,1.75,1580,11750,1.0,0,0,4,1180,400,1951,1999,5461 S Othello St,Seattle,WA 98118,USA,47.536911084008,-122.264908001919
2014-05-13 00:00:00,771000.0,3.0,2.25,1780,6120,1.5,0,0,4,1390,390,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA,47.602786366301,-122.285216399279
2014-05-13 00:00:00,155000.0,2.0,1.0,910,6232,1.0,0,0,3,910,0,1943,2002,4812 S Chicago St,Seattle,WA 98118,USA,47.532678676456,-122.272467831739
2014-05-13 00:00:00,550000.0,7.0,4.0,3440,8100,2.0,0,0,3,3440,0,1970,2014,718 N 95th St,Seattle,WA 98103,USA,47.697881624795,-122.349683963105
2014-05-13 00:00:00,645000.0,3.0,2.5,1740,13750,2.0,0,0,4,1740,0,1975,0,1673 Rosemont Blvd,Bellevue,WA 98008,USA,47.625111201712,-122.092708469053
2014-05-13 00:00:00,464000.0,5.0,2.5,3400,8970,1.0,0,0,4,1700,1700,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA,47.73583689417,-122.335385238747
2014-05-13 00:00:00,1050000.0,4.0,3.25,4400,16625,2.0,0,0,3,4400,0,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA,47.58769530184,-121.96901315828
2014-05-13 00:00:00,350000.0,3.0,2.5,2010,14298,2.0,0,0,3,2010,0,1977,2004,10711 SW 111th Pl,Vashon,WA 98070,USA,47.506874268405,-122.471403704618
2014-05-13 00:00:00,591000.0,4.0,2.25,2710,38180,2.0,0,0,4,2710,0,1977,0,19615 182nd Ave NE,Woodinville,WA 98077,USA,47.769732274371,-122.096469201077
2014-05-13 00:00:00,2555000.0,4.0,2.5,5300,26211,2.0,1,2,2,4570,730,1923,0,4437 55th Ave NE,Seattle,WA 98105,USA,47.660482688823,-122.269034755737
2014-05-13 00:00:00,717000.0,3.0,1.5,1310,3880,1.0,0,0,3,1090,220,1956,2001,7325 Earl Ave NW,Seattle,WA 98117,USA,47.681563959381,-122.391992956567
2014-05-13 00:00:00,225000.0,4.0,1.5,1950,12559,1.5,0,0,3,1950,0,1939,1969,4030-4198 S 186th St,SeaTac,WA 98188,USA,47.436388112012,-122.281723720999
2014-05-13 00:00:00,225000.0,3.0,1.0,1040,6535,1.0,0,0,3,1040,0,1947,2012,12446 21st Ave S,Seattle,WA 98168,USA,47.491199409713,-122.30601884197
2014-05-13 00:00:00,345000.0,3.0,1.75,1090,7200,1.0,0,0,3,1090,0,1968,1997,12033 NE 136th Pl,Kirkland,WA 98034,USA,47.722644064877,-122.179904766322
2014-05-13 00:00:00,230000.0,2.0,0.75,650,5360,1.0,0,0,4,650,0,1931,0,13540 Burke Ave N,Seattle,WA 98133,USA,47.72725227189,-122.335473870643
2014-05-13 00:00:00,385000.0,3.0,2.0,1480,6600,1.0,0,2,3,740,740,1943,2002,4115 SW 106th St,Seattle,WA 98146,USA,47.508210717031,-122.385032953803
2014-05-13 00:00:00,90000.0,2.0,1.0,790,2640,1.0,0,0,3,790,0,1973,2013,14710 122nd Pl NE,Kirkland,WA 98034,USA,47.734652842538,-122.178196825805
2014-05-13 00:00:00,860000.0,4.0,2.5,3560,11119,1.0,0,2,3,2290,1270,1986,0,3883 112th Ave NE,Bellevue,WA 98004,USA,47.645407187636,-122.189499081866
2014-05-13 00:00:00,675000.0,4.0,2.5,3000,5548,2.0,0,0,3,3000,0,2006,0,11409 SE 71st Pl,Newcastle,WA 98056,USA,47.539980075442,-122.188073598508
2014-05-13 00:00:00,975000.0,4.0,2.5,3490,7494,2.0,0,3,3,3490,0,2000,0,4902 159th Pl SE,Bellevue,WA 98006,USA,47.558829913479,-122.127516273113
2014-05-13 00:00:00,780000.0,3.0,1.75,2340,10495,1.0,0,0,4,2340,0,1967,0,8421 SE 72nd Pl,Mercer Island,WA 98040,USA,47.538805770913,-122.22598533324
2014-05-13 00:00:00,370000.0,3.0,1.75,1650,8254,1.0,0,0,5,1060,590,1951,0,18015 25th Ave NE,Shoreline,WA 98155,USA,47.759828851071,-122.304428641701
2014-05-13 00:00:00,665000.0,3.0,2.0,1940,5820,1.5,0,0,5,1150,790,1944,0,324 NW 48th St,Seattle,WA 98107,USA,47.663709679285,-122.361128136514
2014-05-13 00:00:00,675000.0,5.0,3.0,3410,9600,1.0,0,0,4,1870,1540,1968,0,2830 177th Ave NE,Redmond,WA 98052,USA,47.635612422157,-122.103606356833
2014-05-13 00:00:00,620000.0,3.0,1.0,1710,4050,1.5,0,0,3,1710,0,1909,2004,6101-6149 Corliss Ave N,Seattle,WA 98103,USA,47.673271923657,-122.330975040557
2014-05-13 00:00:00,1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,1930,810,1905,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA,47.634154747431,-122.352071562546
2014-05-13 00:00:00,450000.0,3.0,2.75,1250,892,2.0,0,0,3,1040,210,2010,0,2301 California Ave SW,Seattle,WA 98116,USA,47.582938562033,-122.386567666739
2014-05-13 00:00:00,450000.0,3.0,2.25,2450,42180,1.0,0,0,4,2450,0,1978,2000,17081-17183 SE Wax Rd,Covington,WA 98042,USA,47.354579620244,-122.111741918685
2014-05-13 00:00:00,530000.0,3.0,1.75,1690,8190,1.0,0,0,4,1690,0,1958,1972,2711 126th Ave SE,Bellevue,WA 98005,USA,47.585980096934,-122.171978584797
2014-05-13 00:00:00,635000.0,4.0,1.75,1950,13320,1.0,0,0,4,1370,580,1969,0,15018 NE 10th Pl,Bellevue,WA 98007,USA,47.619411657333,-122.139807614456
2014-05-13 00:00:00,580000.0,5.0,2.0,2290,7125,1.0,0,0,3,1190,1100,1964,2000,16541 NE 27th Pl,Bellevue,WA 98008,USA,47.634234714726,-122.118953233216
2014-05-13 00:00:00,1550000.0,5.0,3.25,3370,17458,1.0,0,2,5,2000,1370,1982,0,8126-8196 Forest Ave SE,Mercer Island,WA 98040,USA,47.558511200626,-122.229791450736
2014-05-13 00:00:00,285000.0,3.0,1.0,1090,8640,1.0,0,0,4,1090,0,1973,0,16014 16th Ave SW,Burien,WA 98166,USA,47.459327775391,-122.355162341294
2014-05-13 00:00:00,375000.0,3.0,1.0,1190,9486,1.0,0,0,4,1190,0,1953,1983,217 SW 191st St,Normandy Park,WA 98166,USA,47.432079097615,-122.338614981737
2014-05-13 00:00:00,1400000.0,5.0,4.25,3530,7924,2.0,0,0,3,3530,0,2001,0,2278 72nd Ave SE,Mercer Island,WA 98040,USA,47.590556112961,-122.243028411934
2014-05-13 00:00:00,560000.0,3.0,1.0,1440,5000,2.0,0,0,3,1440,0,1910,2006,6206 Phinney Ave N,Seattle,WA 98103,USA,47.673967472323,-122.354286778038
2014-05-13 00:00:00,405000.0,4.0,1.75,2180,13529,1.0,0,0,3,1090,1090,1956,2001,16722 32nd Pl NE,Lake Forest Park,WA 98155,USA,47.751146225034,-122.294163086786
2014-05-13 00:00:00,413000.0,4.0,1.0,1410,6000,1.0,0,0,3,810,600,1925,2002,4118 32nd Ave SW,Seattle,WA 98126,USA,47.567008931529,-122.372497214154
2014-05-13 00:00:00,287600.0,3.0,2.5,1950,8251,2.0,0,0,3,1950,0,1990,2009,4222 S 288th Pl,Auburn,WA 98001,USA,47.342913687501,-122.281128942412
